"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia SAN PABLO (000)",23092,486,7523,5798,4181,3224,1880
"Jefe o Jefa (001)",5850,,7,895,1907,1854,1187
"Esposa(o) / compañera(o) (002)",3919,,7,940,1459,1089,424
"Hijo(a) / hijastro(a) (003)",10141,348,6036,3081,573,100,3
"Yerno / nuera (004)",372,,11,255,87,17,2
"Nieto(a) (005)",1462,110,1072,263,17,,
"Padres / suegros (006)",254,,,,6,55,193
"Otro(a) pariente (007)",910,26,370,283,85,83,63
"Trabajador(a) del hogar (008)",18,,2,5,3,6,2
"Pensionistas (009)",6,,,3,2,1,
"Otro(a) no pariente (010)",160,2,18,73,42,19,6
"Hombres (011)",11246,238,3800,2846,1957,1532,873
"Jefe o Jefa (012)",4384,,2,698,1523,1375,786
"Esposa(o) / compañera(o) (013)",168,,4,33,62,46,23
"Hijo(a) / hijastro(a) (014)",5204,165,3017,1719,258,44,1
"Yerno / nuera (015)",147,,5,86,42,12,2
"Nieto(a) (016)",755,58,564,125,8,,
"Padres / suegros (017)",46,,,,,7,39
"Otro(a) pariente (018)",454,13,198,145,43,36,19
"Trabajador(a) del hogar (019)",3,,1,1,,1,
"Pensionistas (020)",3,,,3,,,
"Otro(a) no pariente (021)",82,2,9,36,21,11,3
"Mujeres (022)",11846,248,3723,2952,2224,1692,1007
"Jefe o Jefa (023)",1466,,5,197,384,479,401
"Esposa(o) / compañera(o) (024)",3751,,3,907,1397,1043,401
"Hijo(a) / hijastro(a) (025)",4937,183,3019,1362,315,56,2
"Yerno / nuera (026)",225,,6,169,45,5,
"Nieto(a) (027)",707,52,508,138,9,,
"Padres / suegros (028)",208,,,,6,48,154
"Otro(a) pariente (029)",456,13,172,138,42,47,44
"Trabajador(a) del hogar (030)",15,,1,4,3,5,2
"Pensionistas (031)",3,,,,2,1,
"Otro(a) no pariente (032)",78,,9,37,21,8,3
,,,,,,,
"URBANA (033)",3572,81,1038,854,795,543,261
"Jefe o Jefa (034)",1000,,1,148,360,325,166
"Esposa(o) / compañera(o) (035)",598,,,135,255,157,51
"Hijo(a) / hijastro(a) (036)",1447,60,844,415,108,20,
"Yerno / nuera (037)",51,,,28,21,2,
"Nieto(a) (038)",188,19,137,29,3,,
"Padres / suegros (039)",39,,,,1,12,26
"Otro(a) pariente (040)",161,2,51,57,19,15,17
"Trabajador(a) del hogar (041)",9,,1,1,2,5,
"Pensionistas (042)",3,,,1,2,,
"Otro(a) no pariente (043)",76,,4,40,24,7,1
"Hombres (044)",1719,38,519,421,373,248,120
"Jefe o Jefa (045)",699,,,112,275,214,98
"Esposa(o) / compañera(o) (046)",44,,,11,16,11,6
"Hijo(a) / hijastro(a) (047)",731,23,422,225,51,10,
"Yerno / nuera (048)",21,,,9,10,2,
"Nieto(a) (049)",95,13,68,13,1,,
"Padres / suegros (050)",9,,,,,1,8
"Otro(a) pariente (051)",82,2,28,29,11,5,7
"Pensionistas (053)",1,,,1,,,
"Otro(a) no pariente (054)",37,,1,21,9,5,1
"Mujeres (055)",1853,43,519,433,422,295,141
"Jefe o Jefa (056)",301,,1,36,85,111,68
"Esposa(o) / compañera(o) (057)",554,,,124,239,146,45
"Hijo(a) / hijastro(a) (058)",716,37,422,190,57,10,
"Yerno / nuera (059)",30,,,19,11,,
"Nieto(a) (060)",93,6,69,16,2,,
"Padres / suegros (061)",30,,,,1,11,18
"Otro(a) pariente (062)",79,,23,28,8,10,10
"Trabajador(a) del hogar (063)",9,,1,1,2,5,
"Pensionistas (064)",2,,,,2,,
"Otro(a) no pariente (065)",39,,3,19,15,2,
,,,,,,,
"RURAL (066)",19520,405,6485,4944,3386,2681,1619
"Jefe o Jefa (067)",4850,,6,747,1547,1529,1021
"Esposa(o) / compañera(o) (068)",3321,,7,805,1204,932,373
"Hijo(a) / hijastro(a) (069)",8694,288,5192,2666,465,80,3
"Yerno / nuera (070)",321,,11,227,66,15,2
"Nieto(a) (071)",1274,91,935,234,14,,
"Padres / suegros (072)",215,,,,5,43,167
"Otro(a) pariente (073)",749,24,319,226,66,68,46
"Trabajador(a) del hogar (074)",9,,1,4,1,1,2
"Pensionistas (075)",3,,,2,,1,
"Otro(a) no pariente (076)",84,2,14,33,18,12,5
"Hombres (077)",9527,200,3281,2425,1584,1284,753
"Jefe o Jefa (078)",3685,,2,586,1248,1161,688
"Esposa(o) / compañera(o) (079)",124,,4,22,46,35,17
"Hijo(a) / hijastro(a) (080)",4473,142,2595,1494,207,34,1
"Yerno / nuera (081)",126,,5,77,32,10,2
"Nieto(a) (082)",660,45,496,112,7,,
"Padres / suegros (083)",37,,,,,6,31
"Otro(a) pariente (084)",372,11,170,116,32,31,12
"Trabajador(a) del hogar (085)",3,,1,1,,1,
"Pensionistas (086)",2,,,2,,,
"Otro(a) no pariente (087)",45,2,8,15,12,6,2
"Mujeres (088)",9993,205,3204,2519,1802,1397,866
"Jefe o Jefa (089)",1165,,4,161,299,368,333
"Esposa(o) / compañera(o) (090)",3197,,3,783,1158,897,356
"Hijo(a) / hijastro(a) (091)",4221,146,2597,1172,258,46,2
"Yerno / nuera (092)",195,,6,150,34,5,
"Nieto(a) (093)",614,46,439,122,7,,
"Padres / suegros (094)",178,,,,5,37,136
"Otro(a) pariente (095)",377,13,149,110,34,37,34
"Trabajador(a) del hogar (096)",6,,,3,1,,2
"Pensionistas (097)",1,,,,,1,
"Otro(a) no pariente (098)",39,,6,18,6,6,3
