"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia AREQUIPA (000)",244803,1612,56982,80448,43871,17950,7226,1843,285,,34586
"Conviviente (001)",58944,449,18045,21832,8668,2793,1028,243,25,,5861
"Separado(a) (002)",16090,158,4615,5678,2837,1084,457,100,14,,1147
"Casado(a) (003)",110549,599,23502,38814,24637,10255,3818,900,145,,7879
"Viudo(a) (004)",18530,230,5396,6157,2834,1189,656,290,41,,1737
"Divorciado(a) (005)",3271,36,800,1094,666,281,95,29,4,,266
"Soltero(a) (006)",37419,140,4624,6873,4229,2348,1172,281,56,,17696
,,,,,,,,,,,
"URBANA (008)",239298,1536,55055,78544,43221,17727,7095,1803,279,,34038
"Conviviente (009)",56938,422,17210,21167,8455,2745,998,233,25,,5683
"Separado(a) (010)",15797,150,4500,5588,2804,1070,452,99,12,,1122
"Casado(a) (011)",108245,572,22770,37940,24327,10135,3750,880,143,,7728
"Viudo(a) (012)",18107,222,5248,6011,2796,1167,645,283,41,,1694
"Divorciado(a) (013)",3238,34,796,1081,661,277,93,29,4,,263
"Soltero(a) (014)",36973,136,4531,6757,4178,2333,1157,279,54,,17548
,,,,,,,,,,,
"RURAL (016)",5505,76,1927,1904,650,223,131,40,6,,548
"Conviviente (017)",2006,27,835,665,213,48,30,10,,,178
"Separado(a) (018)",293,8,115,90,33,14,5,1,2,,25
"Casado(a) (019)",2304,27,732,874,310,120,68,20,2,,151
"Viudo(a) (020)",423,8,148,146,38,22,11,7,,,43
"Divorciado(a) (021)",33,2,4,13,5,4,2,,,,3
"Soltero(a) (022)",446,4,93,116,51,15,15,2,2,,148
