"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia ISLAY",,,,,,,,,
"Viviendas particulares (001)",1239,891,176,55,48,2,3,9,55
"Ocupantes presentes (002)",4032,2894,587,191,148,6,14,22,170
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",1153,821,171,48,45,2,3,9,54
"Ocupantes presentes (005)",3821,2725,575,173,139,6,14,22,167
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",4,1,,3,,,,,
"Ocupantes presentes (008)",13,4,,9,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",2,1,,,1,,,,
"Ocupantes presentes (011)",10,7,,,3,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",2,,,1,,,,,1
"Ocupantes presentes (014)",6,,,3,,,,,3
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",3,3,,,,,,,
"Ocupantes presentes (017)",5,5,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",74,65,4,3,2,,,,
"Ocupantes presentes (020)",176,153,11,6,6,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",1,,1,,,,,,
"Ocupantes presentes (023)",1,,1,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1111,790,169,54,41,2,3,9,43
"Ocupantes presentes (029)",3644,2602,558,187,124,6,14,22,131
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1028,723,164,47,38,2,3,9,42
"Ocupantes presentes (032)",3438,2438,546,169,115,6,14,22,128
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",4,1,,3,,,,,
"Ocupantes presentes (035)",13,4,,9,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",2,1,,,1,,,,
"Ocupantes presentes (038)",10,7,,,3,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",2,,,1,,,,,1
"Ocupantes presentes (041)",6,,,3,,,,,3
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",74,65,4,3,2,,,,
"Ocupantes presentes (047)",176,153,11,6,6,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,,1,,,,,,
"Ocupantes presentes (050)",1,,1,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",128,101,7,1,7,,,,12
"Ocupantes presentes (056)",388,292,29,4,24,,,,39
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",125,98,7,1,7,,,,12
"Ocupantes presentes (059)",383,287,29,4,24,,,,39
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",3,3,,,,,,,
"Ocupantes presentes (071)",5,5,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
