"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia HUANTA (000)",32266,31494,9556,4136,3597,3035,4770,3263,1922,1215,772,92304
"De 12 a 14 años (001)",3808,3791,3770,17,4,,,,,,17,25
"De 15 a 19 años (002)",4494,4425,3550,748,106,16,5,,,,69,1028
"De 20 a 24 años (003)",3786,3510,1090,1340,767,237,69,7,,,276,3916
"De 25 a 29 años (004)",3329,3150,362,758,888,663,425,46,8,,179,6680
"De 30 a 34 años (005)",2997,2938,156,421,585,614,862,256,36,8,59,9225
"De 35 a 39 años (006)",2605,2560,98,223,375,462,794,454,130,24,45,10144
"De 40 a 44 años (007)",2372,2349,95,140,236,263,681,540,286,108,23,11513
"De 45 a 49 años (008)",1937,1928,65,101,174,188,472,473,306,149,9,10382
"De 50 y más años (009)",6938,6843,370,388,462,592,1462,1487,1156,926,95,39391
"PEA (010)",9037,8718,1605,1568,1337,1112,1435,860,489,312,319,26999
"De 12 a 14 años (011)",156,153,149,4,,,,,,,3,4
"De 15 a 19 años (012)",797,784,571,187,23,3,,,,,13,242
"De 20 a 24 años (013)",1253,1134,370,470,223,57,11,3,,,119,1154
"De 25 a 29 años (014)",1264,1157,219,348,301,184,95,9,1,,107,1971
"De 30 a 34 años (015)",1114,1082,99,213,248,220,230,60,11,1,32,2838
"De 35 a 39 años (016)",1020,1001,50,122,194,221,261,115,31,7,19,3408
"De 40 a 44 años (017)",923,914,36,72,121,130,279,167,77,32,9,4005
"De 45 a 49 años (018)",772,770,31,50,88,105,183,148,114,51,2,3818
"De 50 y más años (019)",1738,1723,80,102,139,192,376,358,255,221,15,9559
"Ocupada (020)",8638,8346,1449,1488,1303,1084,1395,841,480,306,292,26317
"De 12 a 14 años (021)",150,147,143,4,,,,,,,3,4
