"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUAROCHIRI (000)",72845,13350,12593,3003,43982
"Menos de 1 año (001)",1267,535,182,19,531
"De 1 a 14 años (002)",19338,7818,2730,462,8345
"De 15 a 29 años (003)",19597,2469,3086,833,13228
"De 30 a 44 años (004)",15457,1254,3514,796,9920
"De 45 a 64 años (005)",11459,828,2222,631,7796
"De 65 y mas años (006)",5727,446,859,262,4162
"Hombres (008)",38437,6336,7800,1939,22419
"Menos de 1 año (009)",639,277,89,8,265
"De 1 a 14 años (010)",9789,3962,1384,245,4206
"De 15 a 29 años (011)",10572,1056,2081,568,6880
"De 30 a 44 años (012)",8484,479,2332,551,5142
"De 45 a 64 años (013)",6038,357,1367,400,3929
"De 65 y mas años (014)",2915,205,547,167,1997
"Mujeres (016)",34408,7014,4793,1064,21563
"Menos de 1 año (017)",628,258,93,11,266
"De 1 a 14 años (018)",9549,3856,1346,217,4139
"De 15 a 29 años (019)",9025,1413,1005,265,6348
"De 30 a 44 años (020)",6973,775,1182,245,4778
"De 45 a 64 años (021)",5421,471,855,231,3867
"De 65 y mas años (022)",2812,241,312,95,2165
,,,,,
"URBANA (024)",49334,9330,9155,2463,28454
"Menos de 1 año (025)",834,349,146,18,321
"De 1 a 14 años (026)",13198,5249,2340,389,5233
"De 15 a 29 años (027)",13119,1823,1959,720,8635
"De 30 a 44 años (028)",10364,938,2352,635,6459
"De 45 a 64 años (029)",7856,624,1663,487,5097
"De 65 y mas años (030)",3963,347,695,214,2709
"Hombres (032)",25215,4421,5054,1598,14190
"Menos de 1 año (033)",428,187,69,8,164
"De 1 a 14 años (034)",6729,2684,1191,213,2647
"De 15 a 29 años (035)",6760,768,1117,485,4402
"De 30 a 44 años (036)",5365,361,1328,451,3240
"De 45 a 64 años (037)",3937,261,914,307,2469
"De 65 y mas años (038)",1996,160,435,134,1268
"Mujeres (040)",24119,4909,4101,865,14264
"Menos de 1 año (041)",406,162,77,10,157
"De 1 a 14 años (042)",6469,2565,1149,176,2586
"De 15 a 29 años (043)",6359,1055,842,235,4233
"De 30 a 44 años (044)",4999,577,1024,184,3219
"De 45 a 64 años (045)",3919,363,749,180,2628
"De 65 y mas años (046)",1967,187,260,80,1441
,,,,,
"RURAL (048)",23511,4020,3438,540,15528
"Menos de 1 año (049)",433,186,36,1,210
"De 1 a 14 años (050)",6140,2569,390,73,3112
"De 15 a 29 años (051)",6478,646,1127,113,4593
"De 30 a 44 años (052)",5093,316,1162,161,3461
"De 45 a 64 años (053)",3603,204,559,144,2699
"De 65 y mas años (054)",1764,99,164,48,1453
"Hombres (056)",13222,1915,2746,341,8229
"Menos de 1 año (057)",211,90,20,,101
"De 1 a 14 años (058)",3060,1278,193,32,1559
"De 15 a 29 años (059)",3812,288,964,83,2478
"De 30 a 44 años (060)",3119,118,1004,100,1902
"De 45 a 64 años (061)",2101,96,453,93,1460
"De 65 y mas años (062)",919,45,112,33,729
"Mujeres (064)",10289,2105,692,199,7299
"Menos de 1 año (065)",222,96,16,1,109
"De 1 a 14 años (066)",3080,1291,197,41,1553
"De 15 a 29 años (067)",2666,358,163,30,2115
"De 30 a 44 años (068)",1974,198,158,61,1559
"De 45 a 64 años (069)",1502,108,106,51,1239
"De 65 y mas años (070)",845,54,52,15,724
