"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CANGALLO (000)",30041,8241,7766,5817,4927,3290
"Hombres (001)",14282,4223,3757,2757,2197,1348
"Mujeres (002)",15759,4018,4009,3060,2730,1942
"PEA (003)",9924,245,2987,3369,2427,896
"Hombres (004)",6477,141,1906,2227,1602,601
"Mujeres (005)",3447,104,1081,1142,825,295
"Ocupada (006)",9509,238,2795,3235,2368,873
"Hombres (007)",6127,137,1757,2107,1548,578
"Mujeres (008)",3382,101,1038,1128,820,295
"Desocupada (009)",415,7,192,134,59,23
"Hombres (010)",350,4,149,120,54,23
"Mujeres (011)",65,3,43,14,5,
"No PEA (012)",20117,7996,4779,2448,2500,2394
"Hombres (013)",7805,4082,1851,530,595,747
"Mujeres (014)",12312,3914,2928,1918,1905,1647
,,,,,,
"URBANA (018)",10545,2837,2828,2264,1612,1004
"Hombres (019)",5063,1467,1385,1079,740,392
"Mujeres (020)",5482,1370,1443,1185,872,612
"PEA (021)",3734,78,1040,1437,890,289
"Hombres (022)",2413,56,671,919,582,185
"Mujeres (023)",1321,22,369,518,308,104
"Ocupada (024)",3608,76,978,1394,875,285
"Hombres (025)",2319,55,630,884,569,181
"Mujeres (026)",1289,21,348,510,306,104
"Desocupada (027)",126,2,62,43,15,4
"Hombres (028)",94,1,41,35,13,4
"Mujeres (029)",32,1,21,8,2,
"No PEA (030)",6811,2759,1788,827,722,715
"Hombres (031)",2650,1411,714,160,158,207
"Mujeres (032)",4161,1348,1074,667,564,508
,,,,,,
"RURAL (036)",19496,5404,4938,3553,3315,2286
"Hombres (037)",9219,2756,2372,1678,1457,956
"Mujeres (038)",10277,2648,2566,1875,1858,1330
"PEA (039)",6190,167,1947,1932,1537,607
"Hombres (040)",4064,85,1235,1308,1020,416
"Mujeres (041)",2126,82,712,624,517,191
"Ocupada (042)",5901,162,1817,1841,1493,588
"Hombres (043)",3808,82,1127,1223,979,397
"Mujeres (044)",2093,80,690,618,514,191
"Desocupada (045)",289,5,130,91,44,19
"Hombres (046)",256,3,108,85,41,19
"Mujeres (047)",33,2,22,6,3,
"No PEA (048)",13306,5237,2991,1621,1778,1679
"Hombres (049)",5155,2671,1137,370,437,540
"Mujeres (050)",8151,2566,1854,1251,1341,1139
