"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia CONDORCANQUI (000)",8505,4,31,138,329,998,5265,1740
"De 12 a 14 años (001)",24,,,,,,4,20
"De 15 a 19 años (002)",837,,,,,,527,310
"De 20 a 24 años (003)",1563,,,,,5,1156,402
"De 25 a 29 años (004)",1551,,,,,44,1258,249
"De 30 a 34 años (005)",1135,,,,,97,901,137
"De 35 a 39 años (006)",1086,,,,3,158,810,115
"De 40 a 44 años (007)",656,,,,11,160,395,90
"De 45 a 49 años (008)",534,,,4,29,246,171,84
"De 50 y más años (009)",1119,4,31,134,286,288,43,333
"PEA (010)",3681,1,4,37,130,437,2273,799
"De 12 a 14 años (011)",3,,,,,,1,2
"De 15 a 19 años (012)",343,,,,,,218,125
"De 20 a 24 años (013)",677,,,,,1,495,181
"De 25 a 29 años (014)",678,,,,,25,516,137
"De 30 a 34 años (015)",526,,,,,47,401,78
"De 35 a 39 años (016)",521,,,,1,77,375,68
"De 40 a 44 años (017)",303,,,,6,79,174,44
"De 45 a 49 años (018)",222,,,3,15,92,72,40
"De 50 y más años (019)",408,1,4,34,108,116,21,124
"Ocupada (020)",3656,1,4,37,130,436,2255,793
"De 12 a 14 años (021)",3,,,,,,1,2
"De 15 a 19 años (022)",340,,,,,,217,123
"De 20 a 24 años (023)",668,,,,,1,489,178
"De 25 a 29 años (024)",671,,,,,24,511,136
"De 30 a 34 años (025)",523,,,,,47,398,78
"De 35 a 39 años (026)",520,,,,1,77,374,68
"De 40 a 44 años (027)",301,,,,6,79,172,44
"De 45 a 49 años (028)",222,,,3,15,92,72,40
"De 50 y más años (029)",408,1,4,34,108,116,21,124
"Desocupada (030)",25,,,,,1,18,6
"De 15 a 19 años (032)",3,,,,,,1,2
"De 20 a 24 años (033)",9,,,,,,6,3
"De 25 a 29 años (034)",7,,,,,1,5,1
"De 30 a 34 años (035)",3,,,,,,3,
"De 35 a 39 años (036)",1,,,,,,1,
"De 40 a 44 años (037)",2,,,,,,2,
"No PEA (040)",4824,3,27,101,199,561,2992,941
"De 12 a 14 años (041)",21,,,,,,3,18
"De 15 a 19 años (042)",494,,,,,,309,185
"De 20 a 24 años (043)",886,,,,,4,661,221
"De 25 a 29 años (044)",873,,,,,19,742,112
"De 30 a 34 años (045)",609,,,,,50,500,59
"De 35 a 39 años (046)",565,,,,2,81,435,47
"De 40 a 44 años (047)",353,,,,5,81,221,46
"De 45 a 49 años (048)",312,,,1,14,154,99,44
"De 50 y más años (049)",711,3,27,100,178,172,22,209
,,,,,,,,
"URBANA (060)",1298,1,2,16,49,219,676,335
