"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia BONGARA (000)",12816,10535,2281
"De 3 a 5 años (001)",1788,111,1677
"De 6 a 11 años (002)",3748,3302,446
"De 12 a 16 años (003)",3449,3401,48
"De 17 a 24 años (004)",3831,3721,110
"Hombres (005)",6660,5528,1132
"De 3 a 5 años (006)",896,56,840
"De 6 a 11 años (007)",1909,1683,226
"De 12 a 16 años (008)",1804,1780,24
"De 17 a 24 años (009)",2051,2009,42
"Mujeres (010)",6156,5007,1149
"De 3 a 5 años (011)",892,55,837
"De 6 a 11 años (012)",1839,1619,220
"De 12 a 16 años (013)",1645,1621,24
"De 17 a 24 años (014)",1780,1712,68
,,,
"URBANA (015)",7345,6184,1161
"De 3 a 5 años (016)",986,82,904
"De 6 a 11 años (017)",2099,1906,193
"De 12 a 16 años (018)",2094,2070,24
"De 17 a 24 años (019)",2166,2126,40
"Hombres (020)",3819,3257,562
"De 3 a 5 años (021)",485,41,444
"De 6 a 11 años (022)",1053,964,89
"De 12 a 16 años (023)",1116,1103,13
"De 17 a 24 años (024)",1165,1149,16
"Mujeres (025)",3526,2927,599
"De 3 a 5 años (026)",501,41,460
"De 6 a 11 años (027)",1046,942,104
"De 12 a 16 años (028)",978,967,11
"De 17 a 24 años (029)",1001,977,24
,,,
"RURAL (030)",5471,4351,1120
"De 3 a 5 años (031)",802,29,773
"De 6 a 11 años (032)",1649,1396,253
"De 12 a 16 años (033)",1355,1331,24
"De 17 a 24 años (034)",1665,1595,70
"Hombres (035)",2841,2271,570
"De 3 a 5 años (036)",411,15,396
"De 6 a 11 años (037)",856,719,137
"De 12 a 16 años (038)",688,677,11
"De 17 a 24 años (039)",886,860,26
"Mujeres (040)",2630,2080,550
"De 3 a 5 años (041)",391,14,377
"De 6 a 11 años (042)",793,677,116
"De 12 a 16 años (043)",667,654,13
"De 17 a 24 años (044)",779,735,44
