"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia LUYA",,,,,,,,
"Hogares (001)",11837,8682,2822,1001,46,385,166,2638
"Ocupantes presentes (002)",48151,36851,11562,4184,157,1543,660,9269
"Casa independiente",,,,,,,,
"Hogares (004)",11642,8549,2790,990,46,379,161,2586
"Ocupantes presentes (005)",47554,36409,11457,4145,157,1519,647,9139
"Departamento en edificio",,,,,,,,
"Hogares (007)",4,3,2,1,,1,,
"Ocupantes presentes (008)",7,6,5,4,,4,,
"Vivienda en quinta",,,,,,,,
"Hogares (010)",5,4,2,2,,,,1
"Ocupantes presentes (011)",16,13,5,5,,,,3
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",48,33,27,8,,4,5,6
"Ocupantes presentes (014)",143,109,90,30,,19,13,10
"Choza o cabaña",,,,,,,,
"Hogares (016)",127,88,1,,,,,39
"Ocupantes presentes (017)",403,305,5,,,,,98
"Vivienda improvisada",,,,,,,,
"Hogares (019)",1,,,,,,,1
"Ocupantes presentes (020)",5,,,,,,,5
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",7,4,,,,1,,3
"Ocupantes presentes (023)",12,5,,,,1,,7
"Otro tipo",,,,,,,,
"Hogares (025)",3,1,,,,,,2
"Ocupantes presentes (026)",11,4,,,,,,7
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",5097,3772,2150,774,39,310,160,955
"Ocupantes presentes (029)",19349,15087,8508,3158,135,1208,633,2918
"Casa independiente",,,,,,,,
"Hogares (031)",5032,3729,2119,763,39,304,155,943
"Ocupantes presentes (032)",19158,14952,8408,3119,135,1184,620,2887
"Departamento en edificio",,,,,,,,
"Hogares (034)",4,3,2,1,,1,,
"Ocupantes presentes (035)",7,6,5,4,,4,,
"Vivienda en quinta",,,,,,,,
"Hogares (037)",5,4,2,2,,,,1
"Ocupantes presentes (038)",16,13,5,5,,,,3
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",48,33,27,8,,4,5,6
"Ocupantes presentes (041)",143,109,90,30,,19,13,10
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",1,,,,,,,1
"Ocupantes presentes (047)",5,,,,,,,5
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",4,2,,,,1,,2
"Ocupantes presentes (050)",9,3,,,,1,,6
"Otro tipo",,,,,,,,
"Hogares (052)",3,1,,,,,,2
"Ocupantes presentes (053)",11,4,,,,,,7
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",6740,4910,672,227,7,75,6,1683
"Ocupantes presentes (056)",28802,21764,3054,1026,22,335,27,6351
"Casa independiente",,,,,,,,
"Hogares (058)",6610,4820,671,227,7,75,6,1643
"Ocupantes presentes (059)",28396,21457,3049,1026,22,335,27,6252
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",127,88,1,,,,,39
"Ocupantes presentes (071)",403,305,5,,,,,98
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",3,2,,,,,,1
"Ocupantes presentes (077)",3,2,,,,,,1
"Otro tipo",,,,,,,,
