"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia ESPINAR (000)",1075,18,581,326,129,21
"Sin nivel (001)",33,,5,9,8,11
"Educación inicial (002)",1,,,1,,
"Primaria (003)",303,7,96,118,75,7
"Secundaria (004)",551,11,350,150,37,3
"Superior no univ. incompleta (005)",47,,32,12,3,
"Superior no univ. completa (006)",88,,59,24,5,
"Superior univ. incompleta (007)",23,,17,6,,
"Superior univ. completa (008)",29,,22,6,1,
"Hombres (010)",797,10,406,251,116,14
"Sin nivel (011)",17,,2,5,5,5
"Educación inicial (012)",1,,,1,,
"Primaria (013)",200,1,47,79,67,6
"Secundaria (014)",454,9,270,136,36,3
"Superior no univ. incompleta (015)",36,,24,9,3,
"Superior no univ. completa (016)",56,,39,13,4,
"Superior univ. incompleta (017)",17,,12,5,,
"Superior univ. completa (018)",16,,12,3,1,
"Mujeres (020)",278,8,175,75,13,7
"Sin nivel (021)",16,,3,4,3,6
"Primaria (023)",103,6,49,39,8,1
"Secundaria (024)",97,2,80,14,1,
"Superior no univ. incompleta (025)",11,,8,3,,
"Superior no univ. completa (026)",32,,20,11,1,
"Superior univ. incompleta (027)",6,,5,1,,
"Superior univ. completa (028)",13,,10,3,,
,,,,,,
"Area Urbana (030)",736,10,389,237,89,11
"Sin nivel (031)",20,,3,7,4,6
"Educación inicial (032)",1,,,1,,
"Primaria (033)",175,2,45,77,48,3
"Secundaria (034)",371,8,224,109,28,2
"Superior no univ. incompleta (035)",41,,28,10,3,
"Superior no univ. completa (036)",78,,52,21,5,
"Superior univ. incompleta (037)",23,,17,6,,
"Superior univ. completa (038)",27,,20,6,1,
"Hombres (040)",516,6,257,171,78,4
"Sin nivel (041)",8,,2,4,2,
"Educación inicial (042)",1,,,1,,
"Primaria (043)",105,,17,45,41,2
"Secundaria (044)",294,6,163,96,27,2
"Superior no univ. incompleta (045)",30,,20,7,3,
"Superior no univ. completa (046)",46,,32,10,4,
"Superior univ. incompleta (047)",17,,12,5,,
"Superior univ. completa (048)",15,,11,3,1,
"Mujeres (050)",220,4,132,66,11,7
"Sin nivel (051)",12,,1,3,2,6
"Primaria (053)",70,2,28,32,7,1
"Secundaria (054)",77,2,61,13,1,
"Superior no univ. incompleta (055)",11,,8,3,,
"Superior no univ. completa (056)",32,,20,11,1,
"Superior univ. incompleta (057)",6,,5,1,,
"Superior univ. completa (058)",12,,9,3,,
,,,,,,
"Area Rural (060)",339,8,192,89,40,10
"Sin nivel (061)",13,,2,2,4,5
"Primaria (063)",128,5,51,41,27,4
"Secundaria (064)",180,3,126,41,9,1
"Superior no univ. incompleta (065)",6,,4,2,,
"Superior no univ. completa (066)",10,,7,3,,
"Superior univ. completa (068)",2,,2,,,
"Hombres (070)",281,4,149,80,38,10
"Sin nivel (071)",9,,,1,3,5
"Primaria (073)",95,1,30,34,26,4
"Secundaria (074)",160,3,107,40,9,1
"Superior no univ. incompleta (075)",6,,4,2,,
"Superior no univ. completa (076)",10,,7,3,,
"Superior univ. completa (078)",1,,1,,,
"Mujeres (080)",58,4,43,9,2,
"Sin nivel (081)",4,,2,1,1,
"Primaria (083)",33,4,21,7,1,
"Secundaria (084)",20,,19,1,,
"Superior univ. completa (088)",1,,1,,,
