"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia ASUNCION (000)",8508,2138,970,179,5231
"Quechua (001)",6854,1684,504,103,4566
"Aymara (002)",3,1,,,2
"Otra lengua nativa (004)",24,1,10,2,11
"Castellano (005)",1564,449,455,65,602
"Idioma Extranjero (006)",27,,1,9,17
"Es Sordomudo/a (007)",36,3,,,33
"Hombres (009)",4103,1066,528,112,2406
"Quechua (010)",3247,827,298,66,2059
"Otra lengua nativa (013)",11,1,6,2,2
"Castellano (014)",809,237,224,38,316
"Idioma Extranjero (015)",15,,,6,9
"Es Sordomudo/a (016)",21,1,,,20
"Mujeres (018)",4405,1072,442,67,2825
"Quechua (019)",3607,857,206,37,2507
"Aymara (020)",3,1,,,2
"Otra lengua nativa (022)",13,,4,,9
"Castellano (023)",755,212,231,27,286
"Idioma Extranjero (024)",12,,1,3,8
"Es Sordomudo/a (025)",15,2,,,13
,,,,,
"URBANA (027)",2128,296,611,137,1093
"Quechua (028)",956,63,208,64,623
"Otra lengua nativa (031)",23,,10,2,11
"Castellano (032)",1113,232,392,62,434
"Idioma Extranjero (033)",27,,1,9,17
"Es Sordomudo/a (034)",9,1,,,8
"Hombres (036)",1079,154,326,89,518
"Quechua (037)",473,26,125,44,280
"Otra lengua nativa (040)",10,,6,2,2
"Castellano (041)",576,127,195,37,223
"Idioma Extranjero (042)",15,,,6,9
"Es Sordomudo/a (043)",5,1,,,4
"Mujeres (045)",1049,142,285,48,575
"Quechua (046)",483,37,83,20,343
"Otra lengua nativa (049)",13,,4,,9
"Castellano (050)",537,105,197,25,211
"Idioma Extranjero (051)",12,,1,3,8
"Es Sordomudo/a (052)",4,,,,4
,,,,,
"RURAL (054)",6380,1842,359,42,4138
"Quechua (055)",5898,1621,296,39,3943
"Aymara (056)",3,1,,,2
"Otra lengua nativa (058)",1,1,,,
"Castellano (059)",451,217,63,3,168
"Es Sordomudo/a (061)",27,2,,,25
"Hombres (063)",3024,912,202,23,1888
"Quechua (064)",2774,801,173,22,1779
"Otra lengua nativa (067)",1,1,,,
"Castellano (068)",233,110,29,1,93
"Es Sordomudo/a (070)",16,,,,16
"Mujeres (072)",3356,930,157,19,2250
"Quechua (073)",3124,820,123,17,2164
"Aymara (074)",3,1,,,2
"Castellano (077)",218,107,34,2,75
"Es Sordomudo/a (079)",11,2,,,9
