"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia OXAPAMPA (000)",57884,10152,11976,12226,9948,6453,7129
"Conviviente (001)",20627,345,4311,7172,5041,2293,1465
"Separado(a) (002)",1948,20,254,407,477,379,411
"Casado(a) (003)",12295,30,437,2049,3316,3009,3454
"Viudo(a) (004)",1687,4,18,44,141,231,1249
"Divorciado(a) (005)",301,,12,23,64,74,128
"Soltero(a) (006)",21026,9753,6944,2531,909,467,422
"Hombres (008)",31011,5199,6411,6439,5284,3595,4083
"Conviviente (009)",10312,99,1518,3635,2789,1364,907
"Separado(a) (010)",760,3,43,124,175,185,230
"Casado(a) (011)",6278,18,122,874,1603,1593,2068
"Viudo(a) (012)",617,2,5,23,44,75,468
"Divorciado(a) (013)",162,,2,10,44,34,72
"Soltero(a) (014)",12882,5077,4721,1773,629,344,338
"Mujeres (016)",26873,4953,5565,5787,4664,2858,3046
"Conviviente (017)",10315,246,2793,3537,2252,929,558
"Separado(a) (018)",1188,17,211,283,302,194,181
"Casado(a) (019)",6017,12,315,1175,1713,1416,1386
"Viudo(a) (020)",1070,2,13,21,97,156,781
"Divorciado(a) (021)",139,,10,13,20,40,56
"Soltero(a) (022)",8144,4676,2223,758,280,123,84
,,,,,,,
"URBANA (024)",23355,3893,4683,4823,4429,2797,2730
"Conviviente (025)",7199,97,1254,2506,2061,835,446
"Separado(a) (026)",957,10,114,232,258,190,153
"Casado(a) (027)",5466,13,145,844,1559,1440,1465
"Viudo(a) (028)",633,3,5,17,63,86,459
"Divorciado(a) (029)",144,,5,7,36,40,56
"Soltero(a) (030)",8956,3770,3160,1217,452,206,151
"Hombres (032)",12204,1882,2513,2447,2282,1534,1546
"Conviviente (033)",3673,34,428,1258,1145,522,286
"Separado(a) (034)",315,1,25,57,80,79,73
"Casado(a) (035)",2832,8,49,357,760,769,889
"Viudo(a) (036)",203,2,3,7,8,23,160
"Divorciado(a) (037)",63,,,2,21,13,27
"Soltero(a) (038)",5118,1837,2008,766,268,128,111
"Mujeres (040)",11151,2011,2170,2376,2147,1263,1184
"Conviviente (041)",3526,63,826,1248,916,313,160
"Separado(a) (042)",642,9,89,175,178,111,80
"Casado(a) (043)",2634,5,96,487,799,671,576
"Viudo(a) (044)",430,1,2,10,55,63,299
"Divorciado(a) (045)",81,,5,5,15,27,29
"Soltero(a) (046)",3838,1933,1152,451,184,78,40
,,,,,,,
"RURAL (048)",34529,6259,7293,7403,5519,3656,4399
"Conviviente (049)",13428,248,3057,4666,2980,1458,1019
"Separado(a) (050)",991,10,140,175,219,189,258
"Casado(a) (051)",6829,17,292,1205,1757,1569,1989
"Viudo(a) (052)",1054,1,13,27,78,145,790
"Divorciado(a) (053)",157,,7,16,28,34,72
"Soltero(a) (054)",12070,5983,3784,1314,457,261,271
"Hombres (056)",18807,3317,3898,3992,3002,2061,2537
"Conviviente (057)",6639,65,1090,2377,1644,842,621
"Separado(a) (058)",445,2,18,67,95,106,157
"Casado(a) (059)",3446,10,73,517,843,824,1179
"Viudo(a) (060)",414,,2,16,36,52,308
"Divorciado(a) (061)",99,,2,8,23,21,45
"Soltero(a) (062)",7764,3240,2713,1007,361,216,227
"Mujeres (064)",15722,2942,3395,3411,2517,1595,1862
"Conviviente (065)",6789,183,1967,2289,1336,616,398
"Separado(a) (066)",546,8,122,108,124,83,101
"Casado(a) (067)",3383,7,219,688,914,745,810
"Viudo(a) (068)",640,1,11,11,42,93,482
"Divorciado(a) (069)",58,,5,8,5,13,27
"Soltero(a) (070)",4306,2743,1071,307,96,45,44
