"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia SIHUAS",,,,,,,,,
"Viviendas particulares (001)",6966,1116,1862,1090,1221,504,507,163,503
"Ocupantes presentes (002)",30554,4076,7987,4944,5635,2392,2383,730,2407
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",6872,1072,1827,1084,1215,501,507,163,503
"Ocupantes presentes (005)",30199,3907,7866,4921,5604,2381,2383,730,2407
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",18,7,8,,2,1,,,
"Ocupantes presentes (014)",70,23,31,,11,5,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",72,35,26,5,4,2,,,
"Ocupantes presentes (017)",275,144,87,18,20,6,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,,1,,,,,,
"Ocupantes presentes (020)",3,,3,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",3,2,,1,,,,,
"Ocupantes presentes (023)",7,2,,5,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1861,201,289,251,346,177,208,85,304
"Ocupantes presentes (029)",7833,560,1116,1027,1554,845,903,374,1454
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1841,194,280,250,344,176,208,85,304
"Ocupantes presentes (032)",7755,537,1082,1022,1543,840,903,374,1454
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",18,7,8,,2,1,,,
"Ocupantes presentes (041)",70,23,31,,11,5,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,,1,,,,,,
"Ocupantes presentes (047)",3,,3,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,,,1,,,,,
"Ocupantes presentes (050)",5,,,5,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",5105,915,1573,839,875,327,299,78,199
"Ocupantes presentes (056)",22721,3516,6871,3917,4081,1547,1480,356,953
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",5031,878,1547,834,871,325,299,78,199
"Ocupantes presentes (059)",22444,3370,6784,3899,4061,1541,1480,356,953
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",72,35,26,5,4,2,,,
"Ocupantes presentes (071)",275,144,87,18,20,6,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",2,2,,,,,,,
"Ocupantes presentes (077)",2,2,,,,,,,
"Otro tipo",,,,,,,,,
