"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia SANTA CRUZ (000)",11122,9427,643,250,802
"Sin nivel (001)",910,867,15,2,26
"Educación inicial (002)",10,9,1,,
"Primaria (003)",4979,4729,166,21,63
"Secundaria (004)",3423,3122,134,39,128
"Superior no univ. incompleta (005)",231,150,30,14,37
"Superior no univ. completa (006)",858,325,168,72,293
"Superior univ. incompleta (007)",148,67,32,14,35
"Superior univ. completa (008)",563,158,97,88,220
"De 06 a 14 años (010)",121,112,8,1,
"Sin nivel (011)",10,9,1,,
"Educación inicial (012)",2,2,,,
"Primaria (013)",83,77,6,,
"Secundaria (014)",26,24,1,1,
"De 15 a 29 años (020)",3033,2746,140,38,109
"Sin nivel (021)",94,92,1,,1
"Educación inicial (022)",4,3,1,,
"Primaria (023)",1032,985,35,4,8
"Secundaria (024)",1564,1476,57,11,20
"Superior no univ. incompleta (025)",78,56,10,3,9
"Superior no univ. completa (026)",147,71,22,15,39
"Superior univ. incompleta (027)",35,27,2,1,5
"Superior univ. completa (028)",79,36,12,4,27
"De 30 a 44 años (030)",3863,3011,308,114,430
"Sin nivel (031)",163,158,4,,1
"Educación inicial (032)",4,4,,,
"Primaria (033)",1408,1340,46,3,19
"Secundaria (034)",1275,1146,49,15,65
"Superior no univ. incompleta (035)",107,67,15,7,18
"Superior no univ. completa (036)",529,195,116,36,182
"Superior univ. incompleta (037)",71,27,21,6,17
"Superior univ. completa (038)",306,74,57,47,128
"De 45 a 64 años (040)",2953,2468,158,92,235
"Sin nivel (041)",285,268,6,1,10
"Primaria (043)",1724,1632,54,11,27
"Secundaria (044)",520,443,26,12,39
"Superior no univ. incompleta (045)",44,25,5,4,10
"Superior no univ. completa (046)",175,52,30,21,72
"Superior univ. incompleta (047)",40,11,9,7,13
"Superior univ. completa (048)",165,37,28,36,64
"De 65 y más años (050)",1152,1090,29,5,28
"Sin nivel (051)",358,340,3,1,14
"Primaria (053)",732,695,25,3,9
"Secundaria (054)",38,33,1,,4
"Superior no univ. incompleta (055)",2,2,,,
"Superior no univ. completa (056)",7,7,,,
"Superior univ. incompleta (057)",2,2,,,
"Superior univ. completa (058)",13,11,,1,1
,,,,,
"URBANA (060)",3066,2005,325,200,536
