"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia UTCUBAMBA (000)",77033,11610,7270,2580,55711
"Conviviente (001)",27177,2166,2314,580,22140
"Separado(a) (002)",2543,174,215,62,2099
"Casado(a) (003)",16551,840,2514,814,12459
"Viudo(a) (004)",2259,123,166,38,1936
"Divorciado(a) (005)",249,16,24,16,195
"Soltero(a) (006)",28254,8291,2037,1070,16882
"Hombres (008)",40638,5317,3657,1771,30009
"Conviviente (009)",13406,603,1114,338,11369
"Separado(a) (010)",782,30,66,31,659
"Casado(a) (011)",8364,288,1315,510,6319
"Viudo(a) (012)",664,22,52,15,578
"Divorciado(a) (013)",107,3,11,13,82
"Soltero(a) (014)",17315,4371,1099,864,11002
"Mujeres (016)",36395,6293,3613,809,25702
"Conviviente (017)",13771,1563,1200,242,10771
"Separado(a) (018)",1761,144,149,31,1440
"Casado(a) (019)",8187,552,1199,304,6140
"Viudo(a) (020)",1595,101,114,23,1358
"Divorciado(a) (021)",142,13,13,3,113
"Soltero(a) (022)",10939,3920,938,206,5880
,,,,,
"URBANA (024)",34876,4353,5630,2090,22920
"Conviviente (025)",11625,883,1770,405,8584
"Separado(a) (026)",1359,99,174,48,1044
"Casado(a) (027)",7626,381,1908,636,4771
"Viudo(a) (028)",928,65,123,26,718
"Divorciado(a) (029)",132,9,20,15,90
"Soltero(a) (030)",13206,2916,1635,960,7713
"Hombres (032)",18077,1957,2804,1502,11918
"Conviviente (033)",5703,271,859,249,4338
"Separado(a) (034)",391,19,52,24,300
"Casado(a) (035)",3870,140,983,415,2397
"Viudo(a) (036)",265,12,38,13,205
"Divorciado(a) (037)",59,2,10,12,37
"Soltero(a) (038)",7789,1513,862,789,4641
"Mujeres (040)",16799,2396,2826,588,11002
"Conviviente (041)",5922,612,911,156,4246
"Separado(a) (042)",968,80,122,24,744
"Casado(a) (043)",3756,241,925,221,2374
"Viudo(a) (044)",663,53,85,13,513
"Divorciado(a) (045)",73,7,10,3,53
"Soltero(a) (046)",5417,1403,773,171,3072
,,,,,
"RURAL (048)",42157,7257,1640,490,32791
"Conviviente (049)",15552,1283,544,175,13556
"Separado(a) (050)",1184,75,41,14,1055
"Casado(a) (051)",8925,459,606,178,7688
"Viudo(a) (052)",1331,58,43,12,1218
"Divorciado(a) (053)",117,7,4,1,105
"Soltero(a) (054)",15048,5375,402,110,9169
"Hombres (056)",22561,3360,853,269,18091
"Conviviente (057)",7703,332,255,89,7031
"Separado(a) (058)",391,11,14,7,359
"Casado(a) (059)",4494,148,332,95,3922
"Viudo(a) (060)",399,10,14,2,373
"Divorciado(a) (061)",48,1,1,1,45
"Soltero(a) (062)",9526,2858,237,75,6361
"Mujeres (064)",19596,3897,787,221,14700
"Conviviente (065)",7849,951,289,86,6525
"Separado(a) (066)",793,64,27,7,696
"Casado(a) (067)",4431,311,274,83,3766
"Viudo(a) (068)",932,48,29,10,845
"Divorciado(a) (069)",69,6,3,,60
"Soltero(a) (070)",5522,2517,165,35,2808
