"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia SAN IGNACIO (000)",130377,3099,50813,33497,22129,15334,5505
"Jefe o Jefa (001)",29542,,55,5761,10983,9206,3537
"Esposa(o) / compañera(o) (002)",20983,,46,6997,7946,4962,1032
"Hijo(a) / hijastro(a) (003)",62899,2399,42676,15700,1836,279,9
"Yerno / nuera (004)",1041,,35,782,198,24,2
"Nieto(a) (005)",5727,481,4457,763,26,,
"Padres / suegros (006)",900,,,1,19,223,657
"Otro(a) pariente (007)",7589,208,3348,2549,788,472,224
"Trabajador(a) del hogar (008)",153,,13,112,18,8,2
"Pensionistas (009)",97,,8,57,22,9,1
"Otro(a) no pariente (010)",1446,11,175,775,293,151,41
"Hombres (011)",69039,1582,26213,17897,11852,8402,3093
"Jefe o Jefa (012)",24555,,26,4780,9528,7556,2665
"Esposa(o) / compañera(o) (013)",648,,17,245,217,136,33
"Hijo(a) / hijastro(a) (014)",34394,1223,21961,9861,1171,174,4
"Yerno / nuera (015)",395,,15,232,127,19,2
"Nieto(a) (016)",3064,257,2308,477,22,,
"Padres / suegros (017)",320,,,,10,74,236
"Otro(a) pariente (018)",4500,98,1777,1663,530,309,123
"Trabajador(a) del hogar (019)",25,,3,13,5,4,
"Pensionistas (020)",71,,3,41,19,7,1
"Otro(a) no pariente (021)",1067,4,103,585,223,123,29
"Mujeres (022)",61338,1517,24600,15600,10277,6932,2412
"Jefe o Jefa (023)",4987,,29,981,1455,1650,872
"Esposa(o) / compañera(o) (024)",20335,,29,6752,7729,4826,999
"Hijo(a) / hijastro(a) (025)",28505,1176,20715,5839,665,105,5
"Yerno / nuera (026)",646,,20,550,71,5,
"Nieto(a) (027)",2663,224,2149,286,4,,
"Padres / suegros (028)",580,,,1,9,149,421
"Otro(a) pariente (029)",3089,110,1571,886,258,163,101
"Trabajador(a) del hogar (030)",128,,10,99,13,4,2
"Pensionistas (031)",26,,5,16,3,2,
"Otro(a) no pariente (032)",379,7,72,190,70,28,12
,,,,,,,
"URBANA (033)",19777,392,6684,5396,3817,2602,886
"Jefe o Jefa (034)",5023,,26,941,1870,1602,584
"Esposa(o) / compañera(o) (035)",3163,,6,914,1321,778,144
"Hijo(a) / hijastro(a) (036)",8471,279,5309,2463,365,54,1
"Yerno / nuera (037)",152,,1,99,44,8,
"Nieto(a) (038)",960,79,734,144,3,,
"Padres / suegros (039)",161,,,,4,41,116
"Otro(a) pariente (040)",1344,32,543,527,129,80,33
"Trabajador(a) del hogar (041)",81,,5,67,5,3,1
"Pensionistas (042)",24,,6,14,3,,1
"Otro(a) no pariente (043)",398,2,54,227,73,36,6
"Hombres (044)",9893,199,3344,2580,1888,1405,477
"Jefe o Jefa (045)",3819,,9,653,1485,1257,415
"Esposa(o) / compañera(o) (046)",135,,4,61,37,28,5
"Hijo(a) / hijastro(a) (047)",4366,145,2640,1348,202,30,1
"Yerno / nuera (048)",63,,,28,29,6,
"Nieto(a) (049)",485,35,373,75,2,,
"Padres / suegros (050)",48,,,,1,9,38
"Otro(a) pariente (051)",737,18,290,281,88,47,13
"Trabajador(a) del hogar (052)",4,,,3,,1,
"Pensionistas (053)",14,,2,8,3,,1
"Otro(a) no pariente (054)",222,1,26,123,41,27,4
"Mujeres (055)",9884,193,3340,2816,1929,1197,409
"Jefe o Jefa (056)",1204,,17,288,385,345,169
"Esposa(o) / compañera(o) (057)",3028,,2,853,1284,750,139
"Hijo(a) / hijastro(a) (058)",4105,134,2669,1115,163,24,
"Yerno / nuera (059)",89,,1,71,15,2,
"Nieto(a) (060)",475,44,361,69,1,,
"Padres / suegros (061)",113,,,,3,32,78
"Otro(a) pariente (062)",607,14,253,246,41,33,20
"Trabajador(a) del hogar (063)",77,,5,64,5,2,1
"Pensionistas (064)",10,,4,6,,,
"Otro(a) no pariente (065)",176,1,28,104,32,9,2
,,,,,,,
"RURAL (066)",110600,2707,44129,28101,18312,12732,4619
"Jefe o Jefa (067)",24519,,29,4820,9113,7604,2953
"Esposa(o) / compañera(o) (068)",17820,,40,6083,6625,4184,888
"Hijo(a) / hijastro(a) (069)",54428,2120,37367,13237,1471,225,8
"Yerno / nuera (070)",889,,34,683,154,16,2
"Nieto(a) (071)",4767,402,3723,619,23,,
"Padres / suegros (072)",739,,,1,15,182,541
"Otro(a) pariente (073)",6245,176,2805,2022,659,392,191
"Trabajador(a) del hogar (074)",72,,8,45,13,5,1
"Pensionistas (075)",73,,2,43,19,9,
"Otro(a) no pariente (076)",1048,9,121,548,220,115,35
"Hombres (077)",59146,1383,22869,15317,9964,6997,2616
"Jefe o Jefa (078)",20736,,17,4127,8043,6299,2250
"Esposa(o) / compañera(o) (079)",513,,13,184,180,108,28
"Hijo(a) / hijastro(a) (080)",30028,1078,19321,8513,969,144,3
"Yerno / nuera (081)",332,,15,204,98,13,2
"Nieto(a) (082)",2579,222,1935,402,20,,
"Padres / suegros (083)",272,,,,9,65,198
"Otro(a) pariente (084)",3763,80,1487,1382,442,262,110
"Trabajador(a) del hogar (085)",21,,3,10,5,3,
"Pensionistas (086)",57,,1,33,16,7,
"Otro(a) no pariente (087)",845,3,77,462,182,96,25
"Mujeres (088)",51454,1324,21260,12784,8348,5735,2003
"Jefe o Jefa (089)",3783,,12,693,1070,1305,703
"Esposa(o) / compañera(o) (090)",17307,,27,5899,6445,4076,860
"Hijo(a) / hijastro(a) (091)",24400,1042,18046,4724,502,81,5
"Yerno / nuera (092)",557,,19,479,56,3,
"Nieto(a) (093)",2188,180,1788,217,3,,
"Padres / suegros (094)",467,,,1,6,117,343
"Otro(a) pariente (095)",2482,96,1318,640,217,130,81
