"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia HUANCANE (000)",22890,1925,1447,12871,105,6386,156
"Sin nivel (001)",3265,16,142,1776,9,1304,18
"Educación inicial (002)",7,2,,1,,4,
"Primaria (003)",9264,64,548,5824,29,2743,56
"Secundaria (004)",7522,348,633,4365,48,2059,69
"Superior no univ. incompleta (005)",546,125,40,277,7,92,5
"Superior no univ. completa (006)",1022,600,39,297,3,81,2
"Superior univ. incompleta (007)",382,137,28,155,2,56,4
"Superior univ. completa (008)",882,633,17,176,7,47,2
"Hombres (010)",13303,1368,1052,8704,69,2090,20
"Sin nivel (011)",836,8,42,634,3,149,
"Educación inicial (012)",1,1,,,,,
"Primaria (013)",5193,31,368,4039,18,734,3
"Secundaria (014)",5214,250,533,3353,37,1028,13
"Superior no univ. incompleta (015)",397,95,35,207,4,55,1
"Superior no univ. completa (016)",706,406,36,213,2,49,
"Superior univ. incompleta (017)",294,107,22,120,2,41,2
"Superior univ. completa (018)",662,470,16,138,3,34,1
"Mujeres (020)",9587,557,395,4167,36,4296,136
"Sin nivel (021)",2429,8,100,1142,6,1155,18
"Educación inicial (022)",6,1,,1,,4,
"Primaria (023)",4071,33,180,1785,11,2009,53
"Secundaria (024)",2308,98,100,1012,11,1031,56
"Superior no univ. incompleta (025)",149,30,5,70,3,37,4
"Superior no univ. completa (026)",316,194,3,84,1,32,2
"Superior univ. incompleta (027)",88,30,6,35,,15,2
"Superior univ. completa (028)",220,163,1,38,4,13,1
,,,,,,,
"URBANA (030)",4665,1281,337,2368,52,567,60
"Sin nivel (031)",276,8,20,188,1,53,6
"Educación inicial (032)",3,2,,,,1,
"Primaria (033)",1057,31,82,733,8,186,17
"Secundaria (034)",1624,212,163,961,26,234,28
"Superior no univ. incompleta (035)",265,83,19,129,6,24,4
"Superior no univ. completa (036)",641,420,24,168,3,25,1
"Superior univ. incompleta (037)",225,100,18,82,2,20,3
"Superior univ. completa (038)",574,425,11,107,6,24,1
"Hombres (040)",2649,829,272,1317,32,188,11
"Sin nivel (041)",74,2,8,59,,5,
"Educación inicial (042)",1,1,,,,,
"Primaria (043)",488,10,63,372,4,38,1
"Secundaria (044)",968,139,141,569,19,93,7
"Superior no univ. incompleta (045)",180,64,16,81,3,15,1
"Superior no univ. completa (046)",385,251,21,100,2,11,
"Superior univ. incompleta (047)",162,74,13,59,2,13,1
"Superior univ. completa (048)",391,288,10,77,2,13,1
"Mujeres (050)",2016,452,65,1051,20,379,49
"Sin nivel (051)",202,6,12,129,1,48,6
"Educación inicial (052)",2,1,,,,1,
"Primaria (053)",569,21,19,361,4,148,16
"Secundaria (054)",656,73,22,392,7,141,21
"Superior no univ. incompleta (055)",85,19,3,48,3,9,3
"Superior no univ. completa (056)",256,169,3,68,1,14,1
"Superior univ. incompleta (057)",63,26,5,23,,7,2
"Superior univ. completa (058)",183,137,1,30,4,11,
,,,,,,,
"RURAL (060)",18225,644,1110,10503,53,5819,96
"Sin nivel (061)",2989,8,122,1588,8,1251,12
"Educación inicial (062)",4,,,1,,3,
"Primaria (063)",8207,33,466,5091,21,2557,39
"Secundaria (064)",5898,136,470,3404,22,1825,41
"Superior no univ. incompleta (065)",281,42,21,148,1,68,1
"Superior no univ. completa (066)",381,180,15,129,,56,1
"Superior univ. incompleta (067)",157,37,10,73,,36,1
"Superior univ. completa (068)",308,208,6,69,1,23,1
"Hombres (070)",10654,539,780,7387,37,1902,9
"Sin nivel (071)",762,6,34,575,3,144,
"Primaria (073)",4705,21,305,3667,14,696,2
"Secundaria (074)",4246,111,392,2784,18,935,6
"Superior no univ. incompleta (075)",217,31,19,126,1,40,
"Superior no univ. completa (076)",321,155,15,113,,38,
"Superior univ. incompleta (077)",132,33,9,61,,28,1
"Superior univ. completa (078)",271,182,6,61,1,21,
"Mujeres (080)",7571,105,330,3116,16,3917,87
"Sin nivel (081)",2227,2,88,1013,5,1107,12
"Educación inicial (082)",4,,,1,,3,
"Primaria (083)",3502,12,161,1424,7,1861,37
"Secundaria (084)",1652,25,78,620,4,890,35
"Superior no univ. incompleta (085)",64,11,2,22,,28,1
"Superior no univ. completa (086)",60,25,,16,,18,1
"Superior univ. incompleta (087)",25,4,1,12,,8,
"Superior univ. completa (088)",37,26,,8,,2,1
