"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CAMANA (000)",14099,13406,71,3204,3627,2464,2414,1035,435,156,693,40391
"De 12 a 14 años (001)",18,8,1,6,1,,,,,,10,8
"De 15 a 19 años (002)",274,248,7,221,17,3,,,,,26,264
"De 20 a 24 años (003)",1416,1176,3,845,278,41,9,,,,240,1562
"De 25 a 29 años (004)",1823,1641,12,768,621,193,42,5,,,182,2796
"De 30 a 34 años (005)",1850,1780,7,495,756,351,155,13,3,,70,3830
"De 35 a 39 años (006)",1842,1800,6,302,668,473,301,43,5,2,42,4687
"De 40 a 44 años (007)",1599,1564,5,184,467,443,352,102,9,2,35,4706
"De 45 a 49 años (008)",1371,1347,7,130,315,338,411,113,26,7,24,4606
"De 50 y más años (009)",3906,3842,23,253,504,622,1144,759,392,145,64,17932
"PEA (010)",6224,5888,35,1493,1725,1116,990,369,125,35,336,16386
"De 15 a 19 años (012)",67,64,3,54,5,2,,,,,3,70
"De 20 a 24 años (013)",537,433,,331,85,13,4,,,,104,557
"De 25 a 29 años (014)",837,727,8,358,272,70,17,2,,,110,1196
"De 30 a 34 años (015)",947,905,5,292,366,160,77,4,1,,42,1867
"De 35 a 39 años (016)",974,947,5,172,371,234,141,22,2,,27,2370
"De 40 a 44 años (017)",865,849,4,110,244,246,190,47,7,1,16,2522
"De 45 a 49 años (018)",751,735,6,82,175,179,217,61,11,4,16,2464
"De 50 y más años (019)",1246,1228,4,94,207,212,344,233,104,30,18,5340
"Ocupada (020)",5989,5680,34,1428,1665,1082,959,355,122,35,309,15845
"De 15 a 19 años (022)",61,58,3,49,4,2,,,,,3,63
"De 20 a 24 años (023)",504,409,,312,80,13,4,,,,95,528
