"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia DANIEL ALCIDES CARRION (000)",45384,6103,1097,14689,16695,1608,959,1799,2434
"Quechua (001)",4031,1776,17,1535,533,23,30,18,99
"Aymara (002)",31,6,1,13,8,1,,,2
"Ashaninca (003)",7,4,,2,1,,,,
"Otra lengua nativa (004)",10,3,,5,1,,,1,
"Castellano (005)",41254,4275,1079,13131,16145,1584,929,1780,2331
"Idioma extranjero (006)",1,,,,,,,,1
"Es sordomudo/a (007)",50,39,,3,7,,,,1
"Hombres (009)",22774,2230,535,7204,9040,841,546,904,1474
"Quechua (010)",1717,428,7,836,323,15,23,9,76
"Aymara (011)",12,1,1,3,6,,,,1
"Ashaninca (012)",5,2,,2,1,,,,
"Otra lengua nativa (013)",2,,,1,,,,1,
"Castellano (014)",21012,1778,527,6362,8706,826,523,894,1396
"Idioma extranjero (015)",1,,,,,,,,1
"Es sordomudo/a (016)",25,21,,,4,,,,
"Mujeres (018)",22610,3873,562,7485,7655,767,413,895,960
"Quechua (019)",2314,1348,10,699,210,8,7,9,23
"Aymara (020)",19,5,,10,2,1,,,1
"Ashaninca (021)",2,2,,,,,,,
"Otra lengua nativa (022)",8,3,,4,1,,,,
"Castellano (023)",20242,2497,552,6769,7439,758,406,886,935
"Es sordomudo/a (025)",25,18,,3,3,,,,1
,,,,,,,,,
"URBANA (027)",26708,3397,586,8043,9805,940,704,1335,1898
"Quechua (028)",2775,1198,5,1089,354,14,26,14,75
"Aymara (029)",20,4,1,7,6,1,,,1
"Ashaninca (030)",1,1,,,,,,,
"Otra lengua nativa (031)",5,1,,3,1,,,,
"Castellano (032)",23865,2160,580,6942,9438,925,678,1321,1821
"Idioma extranjero (033)",1,,,,,,,,1
"Es sordomudo/a (034)",41,33,,2,6,,,,
"Hombres (036)",13253,1178,275,3901,5267,481,399,640,1112
"Quechua (037)",1159,256,2,580,230,10,20,6,55
"Aymara (038)",8,,1,3,4,,,,
"Castellano (041)",12065,905,272,3318,5030,471,379,634,1056
"Idioma extranjero (042)",1,,,,,,,,1
"Es sordomudo/a (043)",20,17,,,3,,,,
"Mujeres (045)",13455,2219,311,4142,4538,459,305,695,786
"Quechua (046)",1616,942,3,509,124,4,6,8,20
"Aymara (047)",12,4,,4,2,1,,,1
"Ashaninca (048)",1,1,,,,,,,
"Otra lengua nativa (049)",5,1,,3,1,,,,
"Castellano (050)",11800,1255,308,3624,4408,454,299,687,765
"Es sordomudo/a (052)",21,16,,2,3,,,,
,,,,,,,,,
"RURAL (054)",18676,2706,511,6646,6890,668,255,464,536
"Quechua (055)",1256,578,12,446,179,9,4,4,24
"Aymara (056)",11,2,,6,2,,,,1
"Ashaninca (057)",6,3,,2,1,,,,
"Otra lengua nativa (058)",5,2,,2,,,,1,
"Castellano (059)",17389,2115,499,6189,6707,659,251,459,510
"Es sordomudo/a (061)",9,6,,1,1,,,,1
"Hombres (063)",9521,1052,260,3303,3773,360,147,264,362
"Quechua (064)",558,172,5,256,93,5,3,3,21
"Aymara (065)",4,1,,,2,,,,1
"Ashaninca (066)",5,2,,2,1,,,,
"Otra lengua nativa (067)",2,,,1,,,,1,
"Castellano (068)",8947,873,255,3044,3676,355,144,260,340
"Es sordomudo/a (070)",5,4,,,1,,,,
"Mujeres (072)",9155,1654,251,3343,3117,308,108,200,174
"Quechua (073)",698,406,7,190,86,4,1,1,3
"Aymara (074)",7,1,,6,,,,,
"Ashaninca (075)",1,1,,,,,,,
"Otra lengua nativa (076)",3,2,,1,,,,,
"Castellano (077)",8442,1242,244,3145,3031,304,107,199,170
"Es sordomudo/a (079)",4,2,,1,,,,,1
