"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia RODRIGUEZ DE MENDOZA (000)",24750,4535,2788,559,16889
"Quechua (001)",18,3,,,15
"Aymara (002)",2,1,,1,1
"Asháninka (003)",5,2,1,2,1
"Otra lengua nativa (004)",1,,,,1
"Castellano (005)",24644,4510,2787,556,16810
"Es Sordomudo/a (007)",80,19,,,61
"Hombres (009)",13051,2178,1361,300,9228
"Quechua (010)",8,,,,8
"Aymara (011)",1,,,,1
"Asháninka (012)",1,1,,1,
"Castellano (014)",12994,2166,1361,299,9183
"Es Sordomudo/a (016)",47,11,,,36
"Mujeres (018)",11699,2357,1427,259,7661
"Quechua (019)",10,3,,,7
"Aymara (020)",1,1,,1,
"Asháninka (021)",4,1,1,1,1
"Otra lengua nativa (022)",1,,,,1
"Castellano (023)",11650,2344,1426,257,7627
"Es Sordomudo/a (025)",33,8,,,25
,,,,,
"URBANA (027)",8150,1528,1937,315,4379
"Quechua (028)",6,3,,,3
"Aymara (029)",2,1,,1,1
"Asháninka (030)",1,,1,,
"Otra lengua nativa (031)",1,,,,1
"Castellano (032)",8111,1513,1936,314,4356
"Es Sordomudo/a (034)",29,11,,,18
"Hombres (036)",4122,700,942,171,2315
"Quechua (037)",2,,,,2
"Aymara (038)",1,,,,1
"Castellano (041)",4098,692,942,171,2299
"Es Sordomudo/a (043)",21,8,,,13
"Mujeres (045)",4028,828,995,144,2064
"Quechua (046)",4,3,,,1
"Aymara (047)",1,1,,1,
"Asháninka (048)",1,,1,,
"Otra lengua nativa (049)",1,,,,1
"Castellano (050)",4013,821,994,143,2057
"Es Sordomudo/a (052)",8,3,,,5
,,,,,
"RURAL (054)",16600,3007,851,244,12510
"Quechua (055)",12,,,,12
"Asháninka (057)",4,2,,2,1
"Castellano (059)",16533,2997,851,242,12454
"Es Sordomudo/a (061)",51,8,,,43
"Hombres (063)",8929,1478,419,129,6913
"Quechua (064)",6,,,,6
"Asháninka (066)",1,1,,1,
"Castellano (068)",8896,1474,419,128,6884
"Es Sordomudo/a (070)",26,3,,,23
"Mujeres (072)",7671,1529,432,115,5597
"Quechua (073)",6,,,,6
"Asháninka (075)",3,1,,1,1
"Castellano (077)",7637,1523,432,114,5570
"Es Sordomudo/a (079)",25,5,,,20
