"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia MANU (000)",17407,2233,1015,292,13905
"Hombres (001)",10170,1079,560,206,8353
"Mujeres (002)",7237,1154,455,86,5552
"PEA (003)",10471,670,663,217,8948
"Hombres (004)",7535,406,422,169,6559
"Mujeres (005)",2936,264,241,48,2389
"Ocupada (006)",10166,651,654,217,8671
"Hombres (007)",7279,392,416,169,6323
"Mujeres (008)",2887,259,238,48,2348
"Desocupada (009)",305,19,9,,277
"Hombres (010)",256,14,6,,236
"Mujeres (011)",49,5,3,,41
"No PEA (012)",6936,1563,352,75,4957
"Hombres (013)",2635,673,138,37,1794
"Mujeres (014)",4301,890,214,38,3163
,,,,,
"URBANA (018)",6198,778,549,120,4760
"Hombres (019)",3190,370,275,81,2470
"Mujeres (020)",3008,408,274,39,2290
"PEA (021)",3281,235,325,93,2635
"Hombres (022)",2033,128,188,67,1655
"Mujeres (023)",1248,107,137,26,980
"Ocupada (024)",3217,230,324,93,2577
"Hombres (025)",1984,124,187,67,1611
"Mujeres (026)",1233,106,137,26,966
"Desocupada (027)",64,5,1,,58
"Hombres (028)",49,4,1,,44
"Mujeres (029)",15,1,,,14
"No PEA (030)",2917,543,224,27,2125
"Hombres (031)",1157,242,87,14,815
"Mujeres (032)",1760,301,137,13,1310
,,,,,
"RURAL (036)",11209,1455,466,172,9145
"Hombres (037)",6980,709,285,125,5883
"Mujeres (038)",4229,746,181,47,3262
"PEA (039)",7190,435,338,124,6313
"Hombres (040)",5502,278,234,102,4904
"Mujeres (041)",1688,157,104,22,1409
"Ocupada (042)",6949,421,330,124,6094
"Hombres (043)",5295,268,229,102,4712
"Mujeres (044)",1654,153,101,22,1382
"Desocupada (045)",241,14,8,,219
"Hombres (046)",207,10,5,,192
"Mujeres (047)",34,4,3,,27
"No PEA (048)",4019,1020,128,48,2832
"Hombres (049)",1478,431,51,23,979
"Mujeres (050)",2541,589,77,25,1853
