"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CHURCAMPA (000)",13586,148,4136,4658,3578,1066
"Agric., ganadería, caza y silvicultura (001)",9537,117,2819,3000,2663,938
"Pesca (002)",5,1,2,2,,
"Explotación de minas y canteras (003)",695,,167,318,209,1
"Industrias manufactureras (004)",167,,57,57,43,10
"Suministro de electricidad, gas y agua (005)",25,,12,8,5,
"Construcción (006)",257,,77,98,71,11
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",562,5,178,198,146,35
"Venta, mant.y rep. veh.autom.y motoc. (008)",29,,15,8,5,1
"Comercio al por mayor (009)",26,,5,13,8,
"Comercio al por menor (010)",507,5,158,177,133,34
"Hoteles y restaurantes (011)",257,7,91,83,66,10
"Trans., almac. y comunicaciones (012)",124,1,50,47,25,1
"Intermediación financiera (013)",5,,2,3,,
"Activid.inmobil., empres. y alquileres (014)",110,,43,53,14,
"Admin.pub. y defensa; p. segur.soc afil (015)",245,,97,93,48,7
"Enseñanza (016)",670,,131,421,117,1
"Servicios sociales y de salud (017)",102,,37,47,18,
"Otras activ. serv.comun.soc y personales (018)",52,2,9,22,13,6
"Hogares privados con servicio doméstico (019)",65,3,33,17,6,6
"Actividad economica no especificada (021)",234,,85,70,55,24
"Desocupado (022)",474,12,246,121,79,16
"Hombres (023)",9566,86,2873,3269,2570,768
"Agric., ganadería, caza y silvicultura (024)",6936,70,2055,2192,1921,698
"Pesca (025)",5,1,2,2,,
"Explotación de minas y canteras (026)",669,,159,306,203,1
"Industrias manufactureras (027)",103,,27,35,34,7
"Suministro de electricidad, gas y agua (028)",25,,12,8,5,
"Construcción (029)",251,,73,98,69,11
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",225,3,74,82,53,13
"Venta, mant.y rep. veh.autom.y motoc. (031)",28,,15,7,5,1
"Comercio al por mayor (032)",20,,3,10,7,
"Comercio al por menor (033)",177,3,56,65,41,12
"Hoteles y restaurantes (034)",67,3,27,19,16,2
"Trans., almac. y comunicaciones (035)",118,1,48,44,24,1
"Intermediación financiera (036)",2,,,2,,
"Activid.inmobil., empres. y alquileres (037)",90,,34,43,13,
"Admin.pub. y defensa; p. segur.soc afil (038)",178,,62,67,42,7
"Enseñanza (039)",367,,64,212,90,1
"Servicios sociales y de salud (040)",35,,8,23,4,
"Otras activ. serv.comun.soc y personales (041)",21,1,5,8,2,5
