"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia COTABAMBAS (000)",22473,17449,5024
"De 3 a 5 años (001)",3819,284,3535
"De 6 a 11 años (002)",8234,7210,1024
"De 12 a 16 años (003)",5799,5731,68
"De 17 a 24 años (004)",4621,4224,397
"Hombres (005)",11528,9139,2389
"De 3 a 5 años (006)",1929,140,1789
"De 6 a 11 años (007)",4174,3685,489
"De 12 a 16 años (008)",3020,2996,24
"De 17 a 24 años (009)",2405,2318,87
"Mujeres (010)",10945,8310,2635
"De 3 a 5 años (011)",1890,144,1746
"De 6 a 11 años (012)",4060,3525,535
"De 12 a 16 años (013)",2779,2735,44
"De 17 a 24 años (014)",2216,1906,310
,,,
"URBANA (015)",5667,4736,931
"De 3 a 5 años (016)",851,95,756
"De 6 a 11 años (017)",1903,1776,127
"De 12 a 16 años (018)",1570,1559,11
"De 17 a 24 años (019)",1343,1306,37
"Hombres (020)",2874,2402,472
"De 3 a 5 años (021)",425,45,380
"De 6 a 11 años (022)",962,887,75
"De 12 a 16 años (023)",795,791,4
"De 17 a 24 años (024)",692,679,13
"Mujeres (025)",2793,2334,459
"De 3 a 5 años (026)",426,50,376
"De 6 a 11 años (027)",941,889,52
"De 12 a 16 años (028)",775,768,7
"De 17 a 24 años (029)",651,627,24
,,,
"RURAL (030)",16806,12713,4093
"De 3 a 5 años (031)",2968,189,2779
"De 6 a 11 años (032)",6331,5434,897
"De 12 a 16 años (033)",4229,4172,57
"De 17 a 24 años (034)",3278,2918,360
"Hombres (035)",8654,6737,1917
"De 3 a 5 años (036)",1504,95,1409
"De 6 a 11 años (037)",3212,2798,414
"De 12 a 16 años (038)",2225,2205,20
"De 17 a 24 años (039)",1713,1639,74
"Mujeres (040)",8152,5976,2176
"De 3 a 5 años (041)",1464,94,1370
"De 6 a 11 años (042)",3119,2636,483
"De 12 a 16 años (043)",2004,1967,37
"De 17 a 24 años (044)",1565,1279,286
