"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia HUAMALIES (000)",22419,71189,62199,,1360,87.4,1.9
"De 12 a 14 años (001)",2844,13,13,,2,100,15.4
"De 15 a 19 años (002)",3080,643,624,181,97,28.1,
"De 20 a 24 años (003)",2442,2631,2565,324,97.5,12.3,
"De 25 a 29 años (004)",2139,4409,4257,288,96.6,6.5,
"De 30 a 34 años (005)",1950,6029,5721,229,94.9,3.8,
"De 35 a 39 años (006)",1991,8252,7697,222,93.3,2.7,
"De 40 a 44 años (007)",1775,9335,8507,99,91.1,1.1,
"De 45 a 49 años (008)",1376,8443,7529,15,89.2,0.2,
"De 50 y más años (009)",4822,31434,25286,,80.4,,
"PEA (010)",4696,15111,13479,232,89.2,1.5,
"De 12 a 14 años (011)",92,1,1,,100,,
"De 15 a 19 años (012)",419,110,107,22,97.3,20,
"De 20 a 24 años (013)",580,489,474,53,96.9,10.8,
"De 25 a 29 años (014)",583,889,865,47,97.3,5.3,
"De 30 a 34 años (015)",538,1276,1220,37,95.6,2.9,
"De 35 a 39 años (016)",584,1967,1857,52,94.4,2.6,
"De 40 a 44 años (017)",522,2303,2129,19,92.4,0.8,
"De 45 a 49 años (018)",416,2211,1963,2,88.8,0.1,
"De 50 y más años (019)",962,5865,4863,,82.9,,
"Ocupada (020)",4152,13954,12519,211,89.7,1.5,
"De 12 a 14 años (021)",70,,,,,,
"De 15 a 19 años (022)",336,95,92,16,96.8,16.8,
"De 20 a 24 años (023)",489,443,429,50,96.8,11.3,
"De 25 a 29 años (024)",515,817,796,43,97.4,5.3,
"De 30 a 34 años (025)",477,1187,1143,35,96.3,2.9,
"De 35 a 39 años (026)",536,1859,1754,47,94.4,2.5,
"De 40 a 44 años (027)",482,2211,2053,18,92.9,0.8,
"De 45 a 49 años (028)",381,2075,1846,2,89,0.1,
"De 50 y más años (029)",866,5267,4406,,83.7,,
"Desocupada (030)",544,1157,960,21,83,1.8,
"De 12 a 14 años (031)",22,1,1,,100,,
"De 15 a 19 años (032)",83,15,15,6,100,40,
"De 20 a 24 años (033)",91,46,45,3,97.8,6.5,
"De 25 a 29 años (034)",68,72,69,4,95.8,5.6,
"De 30 a 34 años (035)",61,89,77,2,86.5,2.2,
"De 35 a 39 años (036)",48,108,103,5,95.4,4.6,
