"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia HUAMALIES (000)",15749,224,7537,4857,1200,371,167,72,19,,1302
"Sin Nivel (001)",3663,70,1618,1105,336,140,67,31,11,,285
"Educación Inicial (002)",32,2,13,11,2,1,,,,,3
"Primaria (003)",8163,128,4270,2460,503,141,65,34,8,,554
"Secundaria (004)",2915,22,1439,927,175,36,15,5,,,296
"Sup. no Univ. Incompleta (005)",244,1,60,95,37,4,3,,,,44
"Sup. no Univ. Completa (006)",435,,97,176,70,21,5,,,,66
"Sup. Univ. Incompleta (007)",71,,16,22,12,3,2,1,,,15
"Sup. Univ. Completa (008)",226,1,24,61,65,25,10,1,,,39
,,,,,,,,,,,
"URBANA (010)",4726,52,2025,1491,439,148,65,32,6,,468
"Sin Nivel (011)",814,12,343,233,78,43,15,14,3,,73
"Educación Inicial (012)",10,,4,3,1,1,,,,,1
"Primaria (013)",2116,33,1023,655,152,47,25,15,3,,163
"Secundaria (014)",1072,6,504,345,73,18,9,2,,,115
"Sup. no Univ. Incompleta (015)",159,1,41,57,27,3,2,,,,28
"Sup. no Univ. Completa (016)",351,,82,135,60,18,5,,,,51
"Sup. Univ. Incompleta (017)",42,,10,13,6,3,1,1,,,8
"Sup. Univ. Completa (018)",162,,18,50,42,15,8,,,,29
,,,,,,,,,,,
"RURAL (020)",11023,172,5512,3366,761,223,102,40,13,,834
"Sin Nivel (021)",2849,58,1275,872,258,97,52,17,8,,212
"Educación Inicial (022)",22,2,9,8,1,,,,,,2
"Primaria (023)",6047,95,3247,1805,351,94,40,19,5,,391
"Secundaria (024)",1843,16,935,582,102,18,6,3,,,181
"Sup. no Univ. Incompleta (025)",85,,19,38,10,1,1,,,,16
"Sup. no Univ. Completa (026)",84,,15,41,10,3,,,,,15
"Sup. Univ. Incompleta (027)",29,,6,9,6,,1,,,,7
"Sup. Univ. Completa (028)",64,1,6,11,23,10,2,1,,,10
