"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia PARINACOCHAS (000)",13522,11064,2458
"De 3 a 5 años (001)",2050,186,1864
"De 6 a 11 años (002)",4243,3754,489
"De 12 a 16 años (003)",3481,3450,31
"De 17 a 24 años (004)",3748,3674,74
"Hombres (005)",6906,5662,1244
"De 3 a 5 años (006)",1053,88,965
"De 6 a 11 años (007)",2143,1914,229
"De 12 a 16 años (008)",1756,1739,17
"De 17 a 24 años (009)",1954,1921,33
"Mujeres (010)",6616,5402,1214
"De 3 a 5 años (011)",997,98,899
"De 6 a 11 años (012)",2100,1840,260
"De 12 a 16 años (013)",1725,1711,14
"De 17 a 24 años (014)",1794,1753,41
,,,
"URBANA (015)",8025,6752,1273
"De 3 a 5 años (016)",1192,128,1064
"De 6 a 11 años (017)",2408,2238,170
"De 12 a 16 años (018)",2130,2118,12
"De 17 a 24 años (019)",2295,2268,27
"Hombres (020)",4089,3437,652
"De 3 a 5 años (021)",600,60,540
"De 6 a 11 años (022)",1248,1154,94
"De 12 a 16 años (023)",1074,1069,5
"De 17 a 24 años (024)",1167,1154,13
"Mujeres (025)",3936,3315,621
"De 3 a 5 años (026)",592,68,524
"De 6 a 11 años (027)",1160,1084,76
"De 12 a 16 años (028)",1056,1049,7
"De 17 a 24 años (029)",1128,1114,14
,,,
"RURAL (030)",5497,4312,1185
"De 3 a 5 años (031)",858,58,800
"De 6 a 11 años (032)",1835,1516,319
"De 12 a 16 años (033)",1351,1332,19
"De 17 a 24 años (034)",1453,1406,47
"Hombres (035)",2817,2225,592
"De 3 a 5 años (036)",453,28,425
"De 6 a 11 años (037)",895,760,135
"De 12 a 16 años (038)",682,670,12
"De 17 a 24 años (039)",787,767,20
"Mujeres (040)",2680,2087,593
"De 3 a 5 años (041)",405,30,375
"De 6 a 11 años (042)",940,756,184
"De 12 a 16 años (043)",669,662,7
"De 17 a 24 años (044)",666,639,27
