"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia PAITA",,,,,,,,,
"Viviendas particulares (001)",24305,13421,628,3151,2623,530,107,2953,892
"Ocupantes presentes (002)",107818,63839,2830,12541,11735,2085,405,11228,3155
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",24126,13354,619,3116,2611,518,105,2936,867
"Ocupantes presentes (005)",107208,63614,2785,12442,11693,2045,393,11142,3094
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",38,37,,,,,,1,
"Ocupantes presentes (008)",127,123,,,,,,4,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",14,8,5,,,,,1,
"Ocupantes presentes (011)",41,25,13,,,,,3,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",20,8,2,2,1,,,7,
"Ocupantes presentes (014)",123,41,15,5,9,,,53,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",4,,,,,2,2,,
"Ocupantes presentes (017)",24,,,,,12,12,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",73,4,,31,5,9,,6,18
"Ocupantes presentes (020)",215,15,,88,19,27,,18,48
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",22,10,2,,4,1,,1,4
"Ocupantes presentes (023)",55,21,17,,9,1,,1,6
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",8,,,2,2,,,1,3
"Ocupantes presentes (026)",25,,,6,5,,,7,7
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",23213,12841,612,3110,2407,525,73,2765,880
"Ocupantes presentes (029)",102971,61092,2763,12346,10768,2066,272,10551,3113
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",23040,12776,603,3075,2395,515,73,2748,855
"Ocupantes presentes (032)",102388,60870,2718,12247,10726,2038,272,10465,3052
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",38,37,,,,,,1,
"Ocupantes presentes (035)",127,123,,,,,,4,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",14,8,5,,,,,1,
"Ocupantes presentes (038)",41,25,13,,,,,3,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",20,8,2,2,1,,,7,
"Ocupantes presentes (041)",123,41,15,5,9,,,53,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",73,4,,31,5,9,,6,18
"Ocupantes presentes (047)",215,15,,88,19,27,,18,48
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",20,8,2,,4,1,,1,4
"Ocupantes presentes (050)",52,18,17,,9,1,,1,6
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",8,,,2,2,,,1,3
"Ocupantes presentes (053)",25,,,6,5,,,7,7
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1092,580,16,41,216,5,34,188,12
"Ocupantes presentes (056)",4847,2747,67,195,967,19,133,677,42
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1086,578,16,41,216,3,32,188,12
"Ocupantes presentes (059)",4820,2744,67,195,967,7,121,677,42
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",4,,,,,2,2,,
"Ocupantes presentes (071)",24,,,,,12,12,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",2,2,,,,,,,
"Ocupantes presentes (077)",3,3,,,,,,,
"Otro tipo",,,,,,,,,
