"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia SUCRE (000)",11846,595,3237,1672,1468,1492,1055,888,1439
"Quechua (001)",9059,291,1974,1209,1120,1298,963,833,1371
"Aymara (002)",25,3,1,4,2,2,6,4,3
"Castellano (005)",2749,299,1258,455,345,191,86,50,65
"Es sordomudo/a (007)",13,2,4,4,1,1,,1,
"Hombres (009)",5827,269,1703,832,730,764,502,414,613
"Quechua (010)",4403,124,1048,606,553,659,451,382,580
"Aymara (011)",12,1,1,1,1,1,4,1,2
"Castellano (014)",1401,143,651,221,175,103,47,30,31
"Es sordomudo/a (016)",11,1,3,4,1,1,,1,
"Mujeres (018)",6019,326,1534,840,738,728,553,474,826
"Quechua (019)",4656,167,926,603,567,639,512,451,791
"Aymara (020)",13,2,,3,1,1,2,3,1
"Castellano (023)",1348,156,607,234,170,88,39,20,34
"Es sordomudo/a (025)",2,1,1,,,,,,
,,,,,,,,,
"URBANA (027)",7231,361,2019,1013,977,948,616,490,807
"Quechua (028)",4872,115,926,629,674,784,540,448,756
"Aymara (029)",17,1,,2,2,2,4,4,2
"Castellano (032)",2335,244,1091,381,300,161,72,37,49
"Es sordomudo/a (034)",7,1,2,1,1,1,,1,
"Hombres (036)",3535,166,1055,509,470,479,297,229,330
"Quechua (037)",2332,49,491,320,319,392,252,205,304
"Aymara (038)",10,1,,1,1,1,4,1,1
"Castellano (041)",1188,116,563,187,149,85,41,22,25
"Es sordomudo/a (043)",5,,1,1,1,1,,1,
"Mujeres (045)",3696,195,964,504,507,469,319,261,477
"Quechua (046)",2540,66,435,309,355,392,288,243,452
"Aymara (047)",7,,,1,1,1,,3,1
"Castellano (050)",1147,128,528,194,151,76,31,15,24
"Es sordomudo/a (052)",2,1,1,,,,,,
,,,,,,,,,
"RURAL (054)",4615,234,1218,659,491,544,439,398,632
"Quechua (055)",4187,176,1048,580,446,514,423,385,615
"Aymara (056)",8,2,1,2,,,2,,1
"Castellano (059)",414,55,167,74,45,30,14,13,16
"Es sordomudo/a (061)",6,1,2,3,,,,,
"Hombres (063)",2292,103,648,323,260,285,205,185,283
"Quechua (064)",2071,75,557,286,234,267,199,177,276
"Aymara (065)",2,,1,,,,,,1
"Castellano (068)",213,27,88,34,26,18,6,8,6
"Es sordomudo/a (070)",6,1,2,3,,,,,
"Mujeres (072)",2323,131,570,336,231,259,234,213,349
"Quechua (073)",2116,101,491,294,212,247,224,208,339
"Aymara (074)",6,2,,2,,,2,,
"Castellano (077)",201,28,79,40,19,12,8,5,10
