"CUADRO Nº 10: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA",
,,SI,NO
,,,
"Provincia TOCACHE",,,
"Viviendas particulares (001)",4023,2963,1060
"Ocupantes presentes (002)",16043,11617,4426
"Casa independiente",,,
"Viviendas particulares (004)",3049,2185,864
"Ocupantes presentes (005)",12962,9183,3779
"Departamento en edificio",,,
"Viviendas particulares (007)",61,42,19
"Ocupantes presentes (008)",158,112,46
"Vivienda en quinta",,,
"Viviendas particulares (010)",791,642,149
"Ocupantes presentes (011)",2461,1963,498
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",59,48,11
"Ocupantes presentes (014)",210,165,45
"Choza o cabaña",,,
"Viviendas particulares (016)",37,29,8
"Ocupantes presentes (017)",167,135,32
"Vivienda improvisada",,,
"Viviendas particulares (019)",10,7,3
"Ocupantes presentes (020)",33,25,8
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",16,10,6
"Ocupantes presentes (023)",52,34,18
"Otro tipo",,,
,,,
URBANA,,,
"Viviendas particulares (028)",3412,2393,1019
"Ocupantes presentes (029)",13335,9119,4216
"Casa independiente",,,
"Viviendas particulares (031)",2476,1645,831
"Ocupantes presentes (032)",10423,6822,3601
"Departamento en edificio",,,
"Viviendas particulares (034)",61,42,19
"Ocupantes presentes (035)",158,112,46
"Vivienda en quinta",,,
"Viviendas particulares (037)",791,642,149
"Ocupantes presentes (038)",2461,1963,498
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",59,48,11
"Ocupantes presentes (041)",210,165,45
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",10,7,3
"Ocupantes presentes (047)",33,25,8
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",15,9,6
"Ocupantes presentes (050)",50,32,18
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",611,570,41
"Ocupantes presentes (056)",2708,2498,210
"Casa independiente",,,
"Viviendas particulares (058)",573,540,33
"Ocupantes presentes (059)",2539,2361,178
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",37,29,8
"Ocupantes presentes (071)",167,135,32
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",1,1,
"Ocupantes presentes (077)",2,2,
"Otro tipo",,,
