"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CAJABAMBA (000)",22020,721,7770,6916,4850,1763
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",19,,2,7,7,3
"Profes., científicos e intelectuales (002)",1314,,252,795,260,7
"Técnicos de nivel medio y trab.asimilados (003)",334,1,117,130,77,9
"Jefes y empleados de oficina (004)",206,,86,67,52,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1296,23,399,451,349,74
"Agricult.trabaj. calif. agrop. y pesqueros (006)",8864,94,2265,2901,2459,1145
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",1009,13,384,320,225,67
"Obreros construc., conf., papel, fab., instr. (008)",752,7,282,283,158,22
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",6686,479,3256,1572,1037,342
"Otra (010)",36,,6,22,8,
"Ocupación no especificada (011)",573,1,201,181,129,61
"Desocupado (012)",931,103,520,187,89,32
"Hombres (013)",17594,543,6194,5414,3914,1529
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",17,,1,7,6,3
"Profes., científicos e intelectuales (015)",646,,111,394,136,5
"Técnicos de nivel medio y trab.asimilados (016)",219,1,85,79,48,6
"Jefes y empleados de oficina (017)",93,,37,28,27,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",555,13,188,181,142,31
"Agricult.trabaj. calif. agrop. y pesqueros (019)",8513,85,2159,2804,2363,1102
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",817,12,312,259,183,51
"Obreros construc., conf., papel, fab., instr. (021)",733,6,276,275,155,21
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",5142,365,2610,1169,741,257
"Otra (023)",36,,6,22,8,
"Ocupación no especificada (024)",138,1,47,42,26,22
"Desocupado (025)",685,60,362,154,79,30
"Mujeres (026)",4426,178,1576,1502,936,234
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",2,,1,,1,
"Profes., científicos e intelectuales (028)",668,,141,401,124,2
"Técnicos de nivel medio y trab.asimilados (029)",115,,32,51,29,3
"Jefes y empleados de oficina (030)",113,,49,39,25,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",741,10,211,270,207,43
"Agricult.trabaj. calif. agrop. y pesqueros (032)",351,9,106,97,96,43
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",192,1,72,61,42,16
