"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia SAN ANTONIO DE PUTINA (000)",38486,1629,767,382,35718
"Conviviente (001)",13189,340,216,116,12519
"Separado(a) (002)",872,16,17,27,812
"Casado(a) (003)",9637,179,263,119,9079
"Viudo(a) (004)",1615,25,24,24,1543
"Divorciado(a) (005)",122,4,1,4,113
"Soltero(a) (006)",13051,1065,246,92,11652
"Hombres (008)",20670,729,453,218,19277
"Conviviente (009)",6982,110,126,59,6689
"Separado(a) (010)",232,4,7,10,211
"Casado(a) (011)",5252,84,165,87,4918
"Viudo(a) (012)",552,6,8,5,533
"Divorciado(a) (013)",55,3,1,2,49
"Soltero(a) (014)",7597,522,146,55,6877
"Mujeres (016)",17816,900,314,164,16441
"Conviviente (017)",6207,230,90,57,5830
"Separado(a) (018)",640,12,10,17,601
"Casado(a) (019)",4385,95,98,32,4161
"Viudo(a) (020)",1063,19,16,19,1010
"Divorciado(a) (021)",67,1,,2,64
"Soltero(a) (022)",5454,543,100,37,4775
,,,,,
"URBANA (024)",25803,947,672,321,23872
"Conviviente (025)",9762,263,187,103,9211
"Separado(a) (026)",592,10,15,24,543
"Casado(a) (027)",6076,127,233,100,5619
"Viudo(a) (028)",826,13,18,14,782
"Divorciado(a) (029)",83,3,1,3,76
"Soltero(a) (030)",8464,531,218,77,7641
"Hombres (032)",14080,431,387,177,13091
"Conviviente (033)",5210,96,108,50,4958
"Separado(a) (034)",166,3,5,8,150
"Casado(a) (035)",3419,65,143,70,3143
"Viudo(a) (036)",301,2,8,3,288
"Divorciado(a) (037)",41,2,1,1,37
"Soltero(a) (038)",4943,263,122,45,4515
"Mujeres (040)",11723,516,285,144,10781
"Conviviente (041)",4552,167,79,53,4253
"Separado(a) (042)",426,7,10,16,393
"Casado(a) (043)",2657,62,90,30,2476
"Viudo(a) (044)",525,11,10,11,494
"Divorciado(a) (045)",42,1,,2,39
"Soltero(a) (046)",3521,268,96,32,3126
,,,,,
"RURAL (048)",12683,682,95,61,11846
"Conviviente (049)",3427,77,29,13,3308
"Separado(a) (050)",280,6,2,3,269
"Casado(a) (051)",3561,52,30,19,3460
"Viudo(a) (052)",789,12,6,10,761
"Divorciado(a) (053)",39,1,,1,37
"Soltero(a) (054)",4587,534,28,15,4011
"Hombres (056)",6590,298,66,41,6186
"Conviviente (057)",1772,14,18,9,1731
"Separado(a) (058)",66,1,2,2,61
"Casado(a) (059)",1833,19,22,17,1775
"Viudo(a) (060)",251,4,,2,245
"Divorciado(a) (061)",14,1,,1,12
"Soltero(a) (062)",2654,259,24,10,2362
"Mujeres (064)",6093,384,29,20,5660
"Conviviente (065)",1655,63,11,4,1577
"Separado(a) (066)",214,5,,1,208
"Casado(a) (067)",1728,33,8,2,1685
"Viudo(a) (068)",538,8,6,8,516
"Divorciado(a) (069)",25,,,,25
"Soltero(a) (070)",1933,275,4,5,1649
