"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia ANDAHUAYLAS",,,,,,
"Viviendas particulares (001)",35330,34684,532,96,16,2
"Ocupantes presentes (002)",142511,136919,4198,1104,256,34
"Casa independiente",,,,,,
"Viviendas particulares (004)",34100,33498,499,86,15,2
"Ocupantes presentes (005)",138536,133330,3933,999,240,34
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",227,217,7,3,,
"Ocupantes presentes (008)",747,650,61,36,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",128,117,7,3,1,
"Ocupantes presentes (011)",478,378,56,28,16,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",309,287,18,4,,
"Ocupantes presentes (014)",1066,891,134,41,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",506,506,,,,
"Ocupantes presentes (017)",1468,1468,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",33,32,1,,,
"Ocupantes presentes (020)",118,104,14,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",20,20,,,,
"Ocupantes presentes (023)",85,85,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",7,7,,,,
"Ocupantes presentes (026)",13,13,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",15527,14919,496,94,16,2
"Ocupantes presentes (029)",63451,58145,3932,1084,256,34
"Casa independiente",,,,,,
"Viviendas particulares (031)",14807,14243,463,84,15,2
"Ocupantes presentes (032)",60968,56048,3667,979,240,34
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",227,217,7,3,,
"Ocupantes presentes (035)",747,650,61,36,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",128,117,7,3,1,
"Ocupantes presentes (038)",478,378,56,28,16,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",309,287,18,4,,
"Ocupantes presentes (041)",1066,891,134,41,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",33,32,1,,,
"Ocupantes presentes (047)",118,104,14,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",16,16,,,,
"Ocupantes presentes (050)",61,61,,,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",7,7,,,,
"Ocupantes presentes (053)",13,13,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",19803,19765,36,2,,
"Ocupantes presentes (056)",79060,78774,266,20,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",19293,19255,36,2,,
"Ocupantes presentes (059)",77568,77282,266,20,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",506,506,,,,
"Ocupantes presentes (071)",1468,1468,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",4,4,,,,
"Ocupantes presentes (077)",24,24,,,,
"Otro tipo",,,,,,
