"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia SANDIA (000)",54225,13309,16632,12479,8422,3383
"Hombres (001)",29228,6813,8865,6821,4808,1921
"Mujeres (002)",24997,6496,7767,5658,3614,1462
"PEA (003)",27338,287,9098,9369,6471,2113
"Hombres (004)",17678,157,5874,6005,4217,1425
"Mujeres (005)",9660,130,3224,3364,2254,688
"Ocupada (006)",26380,272,8539,9116,6361,2092
"Hombres (007)",16910,149,5455,5781,4119,1406
"Mujeres (008)",9470,123,3084,3335,2242,686
"Desocupada (009)",958,15,559,253,110,21
"Hombres (010)",768,8,419,224,98,19
"Mujeres (011)",190,7,140,29,12,2
"No PEA (012)",26887,13022,7534,3110,1951,1270
"Hombres (013)",11550,6656,2991,816,591,496
"Mujeres (014)",15337,6366,4543,2294,1360,774
,,,,,,
"URBANA (018)",14549,3777,4439,3424,2084,825
"Hombres (019)",7252,1862,2186,1675,1103,426
"Mujeres (020)",7297,1915,2253,1749,981,399
"PEA (021)",6595,85,2032,2466,1542,470
"Hombres (022)",3970,55,1222,1445,949,299
"Mujeres (023)",2625,30,810,1021,593,171
"Ocupada (024)",6229,82,1827,2361,1496,463
"Hombres (025)",3698,54,1080,1359,912,293
"Mujeres (026)",2531,28,747,1002,584,170
"Desocupada (027)",366,3,205,105,46,7
"Hombres (028)",272,1,142,86,37,6
"Mujeres (029)",94,2,63,19,9,1
"No PEA (030)",7954,3692,2407,958,542,355
"Hombres (031)",3282,1807,964,230,154,127
"Mujeres (032)",4672,1885,1443,728,388,228
,,,,,,
"RURAL (036)",39676,9532,12193,9055,6338,2558
"Hombres (037)",21976,4951,6679,5146,3705,1495
"Mujeres (038)",17700,4581,5514,3909,2633,1063
"PEA (039)",20743,202,7066,6903,4929,1643
"Hombres (040)",13708,102,4652,4560,3268,1126
"Mujeres (041)",7035,100,2414,2343,1661,517
"Ocupada (042)",20151,190,6712,6755,4865,1629
"Hombres (043)",13212,95,4375,4422,3207,1113
"Mujeres (044)",6939,95,2337,2333,1658,516
"Desocupada (045)",592,12,354,148,64,14
"Hombres (046)",496,7,277,138,61,13
"Mujeres (047)",96,5,77,10,3,1
"No PEA (048)",18933,9330,5127,2152,1409,915
"Hombres (049)",8268,4849,2027,586,437,369
"Mujeres (050)",10665,4481,3100,1566,972,546
