"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia TALARA (000)",35679,269,11192,11672,4990,1813,798,204,34,,4707
"Sin Nivel (001)",1417,37,527,421,140,57,35,13,2,,185
"Educación Inicial (002)",30,1,11,11,,,,,,,7
"Primaria (003)",10756,121,4173,3405,1246,459,253,62,11,,1026
"Secundaria (004)",11887,72,4446,3903,1295,465,186,43,11,,1466
"Sup. no Univ. Incompleta (005)",2392,6,597,923,313,110,29,9,,,405
"Sup. no Univ. Completa (006)",5052,14,752,1750,1173,376,164,37,4,,782
"Sup. Univ. Incompleta (007)",1335,7,291,462,203,67,29,6,,,270
"Sup. Univ. Completa (008)",2810,11,395,797,620,279,102,34,6,,566
,,,,,,,,,,,
"URBANA (010)",35086,264,10966,11508,4902,1791,788,202,33,,4632
"Sin Nivel (011)",1378,36,510,410,136,57,34,13,1,,181
"Educación Inicial (012)",30,1,11,11,,,,,,,7
"Primaria (013)",10427,117,4019,3305,1212,453,251,62,11,,997
"Secundaria (014)",11806,72,4409,3881,1286,462,185,42,11,,1458
"Sup. no Univ. Incompleta (015)",2373,6,593,917,310,105,29,9,,,404
"Sup. no Univ. Completa (016)",5011,14,749,1736,1159,373,163,37,4,,776
"Sup. Univ. Incompleta (017)",1319,7,289,458,198,66,28,6,,,267
"Sup. Univ. Completa (018)",2742,11,386,790,601,275,98,33,6,,542
,,,,,,,,,,,
"RURAL (020)",593,5,226,164,88,22,10,2,1,,75
"Sin Nivel (021)",39,1,17,11,4,,1,,1,,4
"Primaria (023)",329,4,154,100,34,6,2,,,,29
"Secundaria (024)",81,,37,22,9,3,1,1,,,8
"Sup. no Univ. Incompleta (025)",19,,4,6,3,5,,,,,1
"Sup. no Univ. Completa (026)",41,,3,14,14,3,1,,,,6
"Sup. Univ. Incompleta (027)",16,,2,4,5,1,1,,,,3
"Sup. Univ. Completa (028)",68,,9,7,19,4,4,1,,,24
