"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia ANDAHUAYLAS (000)",37097,203,790,1912,3431,7397,14002,9362
"De 12 a 14 años (001)",75,,,,,,8,67
"De 15 a 19 años (002)",981,,,,,,576,405
"De 20 a 24 años (003)",3949,,,,,5,2376,1568
"De 25 a 29 años (004)",4595,,,,,158,3090,1347
"De 30 a 34 años (005)",4658,,,,1,666,3054,937
"De 35 a 39 años (006)",4561,,,,33,1268,2520,740
"De 40 a 44 años (007)",3683,,,,117,1510,1467,589
"De 45 a 49 años (008)",2997,,,9,328,1489,742,429
"De 50 y más años (009)",11598,203,790,1903,2952,2301,169,3280
"PEA (010)",11575,13,74,343,1010,2730,4438,2967
"De 12 a 14 años (011)",7,,,,,,1,6
"De 15 a 19 años (012)",217,,,,,,108,109
"De 20 a 24 años (013)",1098,,,,,1,611,486
"De 25 a 29 años (014)",1550,,,,,52,919,579
"De 30 a 34 años (015)",1801,,,,1,284,1064,452
"De 35 a 39 años (016)",1807,,,,19,532,911,345
"De 40 a 44 años (017)",1483,,,,59,636,529,259
"De 45 a 49 años (018)",1131,,,4,155,566,231,175
"De 50 y más años (019)",2481,13,74,339,776,659,64,556
"Ocupada (020)",11245,13,73,338,999,2675,4296,2851
"De 12 a 14 años (021)",6,,,,,,1,5
"De 15 a 19 años (022)",201,,,,,,100,101
"De 20 a 24 años (023)",1056,,,,,1,592,463
"De 25 a 29 años (024)",1468,,,,,51,876,541
"De 30 a 34 años (025)",1743,,,,1,275,1031,436
"De 35 a 39 años (026)",1771,,,,18,519,893,341
"De 40 a 44 años (027)",1451,,,,58,625,515,253
"De 45 a 49 años (028)",1108,,,4,154,554,227,169
"De 50 y más años (029)",2441,13,73,334,768,650,61,542
"Desocupada (030)",330,,1,5,11,55,142,116
"De 12 a 14 años (031)",1,,,,,,,1
"De 15 a 19 años (032)",16,,,,,,8,8
"De 20 a 24 años (033)",42,,,,,,19,23
"De 25 a 29 años (034)",82,,,,,1,43,38
"De 30 a 34 años (035)",58,,,,,9,33,16
"De 35 a 39 años (036)",36,,,,1,13,18,4
"De 40 a 44 años (037)",32,,,,1,11,14,6
"De 45 a 49 años (038)",23,,,,1,12,4,6
"De 50 y más años (039)",40,,1,5,8,9,3,14
"No PEA (040)",25522,190,716,1569,2421,4667,9564,6395
"De 12 a 14 años (041)",68,,,,,,7,61
"De 15 a 19 años (042)",764,,,,,,468,296
"De 20 a 24 años (043)",2851,,,,,4,1765,1082
"De 25 a 29 años (044)",3045,,,,,106,2171,768
"De 30 a 34 años (045)",2857,,,,,382,1990,485
