"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia MARISCAL NIETO",,,,,,
"Viviendas particulares (001)",22953,22423,459,62,7,2
"Ocupantes presentes (002)",71151,67196,3199,620,102,34
"Casa independiente",,,,,,
"Viviendas particulares (004)",20022,19528,431,56,5,2
"Ocupantes presentes (005)",63701,60050,2983,563,71,34
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",219,203,12,4,,
"Ocupantes presentes (008)",684,560,88,36,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",63,57,3,1,2,
"Ocupantes presentes (011)",219,153,26,9,31,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",66,61,5,,,
"Ocupantes presentes (014)",207,171,36,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",932,927,4,1,,
"Ocupantes presentes (017)",2311,2258,41,12,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",1609,1605,4,,,
"Ocupantes presentes (020)",3951,3926,25,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",26,26,,,,
"Ocupantes presentes (023)",58,58,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",16,16,,,,
"Ocupantes presentes (026)",20,20,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",19547,19030,450,58,7,2
"Ocupantes presentes (029)",61771,57955,3116,564,102,34
"Casa independiente",,,,,,
"Viviendas particulares (031)",17559,17073,426,53,5,2
"Ocupantes presentes (032)",56647,53082,2941,519,71,34
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",219,203,12,4,,
"Ocupantes presentes (035)",684,560,88,36,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",63,57,3,1,2,
"Ocupantes presentes (038)",219,153,26,9,31,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",66,61,5,,,
"Ocupantes presentes (041)",207,171,36,,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",1609,1605,4,,,
"Ocupantes presentes (047)",3951,3926,25,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",26,26,,,,
"Ocupantes presentes (050)",58,58,,,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",5,5,,,,
"Ocupantes presentes (053)",5,5,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",3406,3393,9,4,,
"Ocupantes presentes (056)",9380,9241,83,56,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",2463,2455,5,3,,
"Ocupantes presentes (059)",7054,6968,42,44,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",932,927,4,1,,
"Ocupantes presentes (071)",2311,2258,41,12,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",11,11,,,,
"Ocupantes presentes (080)",15,15,,,,
