"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia LA UNION",,,,,,,,,
"Viviendas particulares (001)",4671,1783,355,133,2,107,2163,113,15
"Ocupantes presentes (002)",15442,6040,1102,409,4,348,7208,284,47
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",4385,1705,320,131,2,97,2003,112,15
"Ocupantes presentes (005)",14547,5844,1017,405,4,315,6632,283,47
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",43,40,3,,,,,,
"Ocupantes presentes (011)",99,88,11,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",69,33,31,,,,5,,
"Ocupantes presentes (014)",177,87,73,,,,17,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",159,,,1,,10,148,,
"Ocupantes presentes (017)",577,,,2,,33,542,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",2,1,,1,,,,,
"Ocupantes presentes (020)",5,3,,2,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",11,4,1,,,,6,,
"Ocupantes presentes (023)",35,18,1,,,,16,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",2,,,,,,1,1,
"Ocupantes presentes (026)",2,,,,,,1,1,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2278,1070,298,49,,2,760,88,11
"Ocupantes presentes (029)",7362,3622,899,145,,7,2428,228,33
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2160,995,263,48,,2,754,87,11
"Ocupantes presentes (032)",7064,3438,814,143,,7,2402,227,33
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",43,40,3,,,,,,
"Ocupantes presentes (038)",99,88,11,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",69,33,31,,,,5,,
"Ocupantes presentes (041)",177,87,73,,,,17,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",2,1,,1,,,,,
"Ocupantes presentes (047)",5,3,,2,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",3,1,1,,,,1,,
"Ocupantes presentes (050)",16,6,1,,,,9,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",1,,,,,,,1,
"Ocupantes presentes (053)",1,,,,,,,1,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",2393,713,57,84,2,105,1403,25,4
"Ocupantes presentes (056)",8080,2418,203,264,4,341,4780,56,14
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",2225,710,57,83,2,95,1249,25,4
"Ocupantes presentes (059)",7483,2406,203,262,4,308,4230,56,14
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",159,,,1,,10,148,,
"Ocupantes presentes (071)",577,,,2,,33,542,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",8,3,,,,,5,,
"Ocupantes presentes (077)",19,12,,,,,7,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,,,,,,1,,
"Ocupantes presentes (080)",1,,,,,,1,,
