"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia MARISCAL NIETO (000)",31645,284,8760,12235,8452,1914
"Empleado (001)",9832,30,3008,4496,2185,113
"Obrero (002)",8628,24,2612,3460,2227,305
"Trabajador independiente (003)",10077,77,2157,3464,3235,1144
"Empleador o patrono (004)",487,1,102,156,169,59
"Trabajador familiar no remunerado (005)",2112,138,624,512,560,278
"Trabajador del hogar (006)",509,14,257,147,76,15
"Hombres (008)",19464,169,5247,7374,5373,1301
"Empleado (009)",5540,10,1464,2544,1434,88
"Obrero (010)",7038,17,2143,2781,1847,250
"Trabajador independiente (011)",5813,60,1261,1823,1847,822
"Empleador o patrono (012)",299,,63,89,104,43
"Trabajador familiar no remunerado (013)",745,80,304,129,136,96
"Trabajador del hogar (014)",29,2,12,8,5,2
"Mujeres (016)",12181,115,3513,4861,3079,613
"Empleado (017)",4292,20,1544,1952,751,25
"Obrero (018)",1590,7,469,679,380,55
"Trabajador independiente (019)",4264,17,896,1641,1388,322
"Empleador o patrono (020)",188,1,39,67,65,16
"Trabajador familiar no remunerado (021)",1367,58,320,383,424,182
"Trabajador del hogar (022)",480,12,245,139,71,13
,,,,,,
"URBANA (024)",26327,252,7388,10413,6952,1322
"Empleado (025)",9240,29,2806,4215,2085,105
"Obrero (026)",6640,20,1969,2664,1737,250
"Trabajador independiente (027)",8067,74,1826,2899,2533,735
"Empleador o patrono (028)",439,1,98,140,153,47
"Trabajador familiar no remunerado (029)",1448,115,438,352,369,174
"Trabajador del hogar (030)",493,13,251,143,75,11
"Hombres (032)",15802,151,4307,6098,4349,897
"Empleado (033)",5116,9,1343,2334,1349,81
"Obrero (034)",5440,14,1624,2137,1458,207
"Trabajador independiente (035)",4433,57,1058,1458,1352,508
"Empleador o patrono (036)",261,,60,75,92,34
"Trabajador familiar no remunerado (037)",527,70,211,86,93,67
"Trabajador del hogar (038)",25,1,11,8,5,
"Mujeres (040)",10525,101,3081,4315,2603,425
"Empleado (041)",4124,20,1463,1881,736,24
"Obrero (042)",1200,6,345,527,279,43
"Trabajador independiente (043)",3634,17,768,1441,1181,227
"Empleador o patrono (044)",178,1,38,65,61,13
"Trabajador familiar no remunerado (045)",921,45,227,266,276,107
"Trabajador del hogar (046)",468,12,240,135,70,11
,,,,,,
"RURAL (048)",5318,32,1372,1822,1500,592
"Empleado (049)",592,1,202,281,100,8
"Obrero (050)",1988,4,643,796,490,55
"Trabajador independiente (051)",2010,3,331,565,702,409
"Empleador o patrono (052)",48,,4,16,16,12
"Trabajador familiar no remunerado (053)",664,23,186,160,191,104
"Trabajador del hogar (054)",16,1,6,4,1,4
"Hombres (056)",3662,18,940,1276,1024,404
"Empleado (057)",424,1,121,210,85,7
"Obrero (058)",1598,3,519,644,389,43
"Trabajador independiente (059)",1380,3,203,365,495,314
"Empleador o patrono (060)",38,,3,14,12,9
"Trabajador familiar no remunerado (061)",218,10,93,43,43,29
"Trabajador del hogar (062)",4,1,1,,,2
"Mujeres (064)",1656,14,432,546,476,188
"Empleado (065)",168,,81,71,15,1
"Obrero (066)",390,1,124,152,101,12
"Trabajador independiente (067)",630,,128,200,207,95
"Empleador o patrono (068)",10,,1,2,4,3
"Trabajador familiar no remunerado (069)",446,13,93,117,148,75
"Trabajador del hogar (070)",12,,5,4,1,2
