"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PACASMAYO (000)",89195,11164,18178,5745,54615
"Sin Nivel (001)",10059,1811,1857,398,6020
"Educación Inicial (002)",2376,672,487,106,1120
"Primaria (003)",28302,4402,5074,1325,17546
"Secundaria (004)",27117,3029,4828,1652,17785
"Sup. no Univ. Incompleta (005)",4941,355,907,419,3306
"Sup. no Univ. Completa (006)",8431,496,2651,849,4529
"Sup. Univ. Incompleta (007)",2967,158,561,324,1957
"Sup. Univ. Completa (008)",5002,241,1813,672,2352
"Hombres (010)",44038,5184,8970,3228,27010
"Sin Nivel (011)",3996,820,732,180,2276
"Educación Inicial (012)",1177,334,257,51,537
"Primaria (013)",13830,2129,2511,658,8555
"Secundaria (014)",14396,1417,2502,999,9621
"Sup. no Univ. Incompleta (015)",2502,136,457,262,1687
"Sup. no Univ. Completa (016)",3921,169,1259,470,2083
"Sup. Univ. Incompleta (017)",1582,68,323,197,1021
"Sup. Univ. Completa (018)",2634,111,929,411,1230
"Mujeres (020)",45157,5980,9208,2517,27605
"Sin Nivel (021)",6063,991,1125,218,3744
"Educación Inicial (022)",1199,338,230,55,583
"Primaria (023)",14472,2273,2563,667,8991
"Secundaria (024)",12721,1612,2326,653,8164
"Sup. no Univ. Incompleta (025)",2439,219,450,157,1619
"Sup. no Univ. Completa (026)",4510,327,1392,379,2446
"Sup. Univ. Incompleta (027)",1385,90,238,127,936
"Sup. Univ. Completa (028)",2368,130,884,261,1122
,,,,,
"URBANA (030)",82958,10342,17561,5628,49930
"Sin Nivel (031)",8988,1634,1704,386,5288
"Educación Inicial (032)",2213,612,480,105,1025
"Primaria (033)",25548,4016,4773,1278,15525
"Secundaria (034)",25436,2863,4720,1616,16414
"Sup. no Univ. Incompleta (035)",4741,343,897,414,3133
"Sup. no Univ. Completa (036)",8175,481,2625,842,4321
"Sup. Univ. Incompleta (037)",2901,154,558,323,1899
"Sup. Univ. Completa (038)",4956,239,1804,664,2325
"Hombres (040)",40813,4791,8651,3155,24567
"Sin Nivel (041)",3572,735,676,175,1996
"Educación Inicial (042)",1083,302,253,50,480
"Primaria (043)",12399,1935,2338,631,7517
"Secundaria (044)",13434,1347,2442,975,8813
"Sup. no Univ. Incompleta (045)",2388,131,451,257,1589
"Sup. no Univ. Completa (046)",3796,164,1248,466,1978
"Sup. Univ. Incompleta (047)",1546,67,322,197,987
"Sup. Univ. Completa (048)",2595,110,921,404,1207
"Mujeres (050)",42145,5551,8910,2473,25363
"Sin Nivel (051)",5416,899,1028,211,3292
"Educación Inicial (052)",1130,310,227,55,545
"Primaria (053)",13149,2081,2435,647,8008
"Secundaria (054)",12002,1516,2278,641,7601
"Sup. no Univ. Incompleta (055)",2353,212,446,157,1544
"Sup. no Univ. Completa (056)",4379,317,1377,376,2343
"Sup. Univ. Incompleta (057)",1355,87,236,126,912
"Sup. Univ. Completa (058)",2361,129,883,260,1118
,,,,,
"RURAL (060)",6237,822,617,117,4685
"Sin Nivel (061)",1071,177,153,12,732
"Educación Inicial (062)",163,60,7,1,95
"Primaria (063)",2754,386,301,47,2021
"Secundaria (064)",1681,166,108,36,1371
"Sup. no Univ. Incompleta (065)",200,12,10,5,173
"Sup. no Univ. Completa (066)",256,15,26,7,208
"Sup. Univ. Incompleta (067)",66,4,3,1,58
"Sup. Univ. Completa (068)",46,2,9,8,27
"Hombres (070)",3225,393,319,73,2443
"Sin Nivel (071)",424,85,56,5,280
"Educación Inicial (072)",94,32,4,1,57
"Primaria (073)",1431,194,173,27,1038
"Secundaria (074)",962,70,60,24,808
"Sup. no Univ. Incompleta (075)",114,5,6,5,98
"Sup. no Univ. Completa (076)",125,5,11,4,105
"Sup. Univ. Incompleta (077)",36,1,1,,34
"Sup. Univ. Completa (078)",39,1,8,7,23
"Mujeres (080)",3012,429,298,44,2242
"Sin Nivel (081)",647,92,97,7,452
"Educación Inicial (082)",69,28,3,,38
"Primaria (083)",1323,192,128,20,983
"Secundaria (084)",719,96,48,12,563
"Sup. no Univ. Incompleta (085)",86,7,4,,75
"Sup. no Univ. Completa (086)",131,10,15,3,103
"Sup. Univ. Incompleta (087)",30,3,2,1,24
"Sup. Univ. Completa (088)",7,1,1,1,4
