"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGION QUE PROFESA",TOTAL,"NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,"NO ESPECI- FICADO"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A MÁS",
,,,,,,,,,,
"Provincia CHINCHEROS (000)",18268,17806,5374,1796,1724,1519,2511,2027,2855,462
"Católica (001)",12525,12201,3682,1266,1208,1016,1702,1397,1930,324
"Cristiana/Evangélica (002)",5442,5319,1602,490,489,477,762,607,892,123
"Otra (003)",118,112,31,15,9,9,18,11,19,6
"Ninguna (004)",183,174,59,25,18,17,29,12,14,9
,,,,,,,,,,
"URBANA (006)",5959,5797,1810,669,648,594,817,582,677,162
"Católica (007)",4258,4137,1300,495,476,405,576,418,467,121
"Cristiana/Evangélica (008)",1571,1534,465,154,157,176,228,155,199,37
"Otra (009)",53,51,16,6,7,4,7,3,8,2
"Ninguna (010)",77,75,29,14,8,9,6,6,3,2
,,,,,,,,,,
"RURAL (012)",12309,12009,3564,1127,1076,925,1694,1445,2178,300
"Católica (013)",8267,8064,2382,771,732,611,1126,979,1463,203
"Cristiana/Evangélica (014)",3871,3785,1137,336,332,301,534,452,693,86
"Otra (015)",65,61,15,9,2,5,11,8,11,4
"Ninguna (016)",106,99,30,11,10,8,23,6,11,7
