"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia PADRE ABAD (000)",24262,19777,4485
"De 3 a 5 años (001)",3591,272,3319
"De 6 a 11 años (002)",6755,5865,890
"De 12 a 16 años (003)",6012,5921,91
"De 17 a 24 años (004)",7904,7719,185
"Hombres (005)",12806,10506,2300
"De 3 a 5 años (006)",1865,151,1714
"De 6 a 11 años (007)",3469,3013,456
"De 12 a 16 años (008)",3135,3080,55
"De 17 a 24 años (009)",4337,4262,75
"Mujeres (010)",11456,9271,2185
"De 3 a 5 años (011)",1726,121,1605
"De 6 a 11 años (012)",3286,2852,434
"De 12 a 16 años (013)",2877,2841,36
"De 17 a 24 años (014)",3567,3457,110
,,,
"URBANA (015)",12808,10872,1936
"De 3 a 5 años (016)",1684,163,1521
"De 6 a 11 años (017)",3374,3054,320
"De 12 a 16 años (018)",3372,3341,31
"De 17 a 24 años (019)",4378,4314,64
"Hombres (020)",6499,5535,964
"De 3 a 5 años (021)",849,89,760
"De 6 a 11 años (022)",1717,1556,161
"De 12 a 16 años (023)",1632,1614,18
"De 17 a 24 años (024)",2301,2276,25
"Mujeres (025)",6309,5337,972
"De 3 a 5 años (026)",835,74,761
"De 6 a 11 años (027)",1657,1498,159
"De 12 a 16 años (028)",1740,1727,13
"De 17 a 24 años (029)",2077,2038,39
,,,
"RURAL (030)",11454,8905,2549
"De 3 a 5 años (031)",1907,109,1798
"De 6 a 11 años (032)",3381,2811,570
"De 12 a 16 años (033)",2640,2580,60
"De 17 a 24 años (034)",3526,3405,121
"Hombres (035)",6307,4971,1336
"De 3 a 5 años (036)",1016,62,954
"De 6 a 11 años (037)",1752,1457,295
"De 12 a 16 años (038)",1503,1466,37
"De 17 a 24 años (039)",2036,1986,50
"Mujeres (040)",5147,3934,1213
"De 3 a 5 años (041)",891,47,844
"De 6 a 11 años (042)",1629,1354,275
"De 12 a 16 años (043)",1137,1114,23
"De 17 a 24 años (044)",1490,1419,71
