"CUADRO Nº 10: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR GRUPOS DE EDAD NORMATIVA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",TOTAL,"GRUPOS DE EDAD NORMATIVA",,,
,,"3 A 5 AÑOS","6 A 11 AÑOS","12 A 16 AÑOS","17 A 24 AÑOS"
,,,,,
"Provincia SAN MARCOS (000)",23262,3274,6777,6365,6846
"Asiste actualmente (001)",13164,1071,5996,4582,1515
"No asiste (002)",10098,2203,781,1783,5331
"Hombres (004)",11890,1677,3486,3272,3455
"Asiste actualmente (005)",7025,525,3081,2504,915
"No asiste (006)",4865,1152,405,768,2540
"Mujeres (008)",11372,1597,3291,3093,3391
"Asiste actualmente (009)",6139,546,2915,2078,600
"No asiste (010)",5233,1051,376,1015,2791
,,,,,
"URBANA (012)",4698,606,1165,1357,1570
"Asiste actualmente (013)",3291,306,1101,1189,695
"No asiste (014)",1407,300,64,168,875
"Hombres (016)",2437,307,621,707,802
"Asiste actualmente (017)",1745,155,583,630,377
"No asiste (018)",692,152,38,77,425
"Mujeres (020)",2261,299,544,650,768
"Asiste actualmente (021)",1546,151,518,559,318
"No asiste (022)",715,148,26,91,450
,,,,,
"RURAL (024)",18564,2668,5612,5008,5276
"Asiste actualmente (025)",9873,765,4895,3393,820
"No asiste (026)",8691,1903,717,1615,4456
"Hombres (028)",9453,1370,2865,2565,2653
"Asiste actualmente (029)",5280,370,2498,1874,538
"No asiste (030)",4173,1000,367,691,2115
"Mujeres (032)",9111,1298,2747,2443,2623
"Asiste actualmente (033)",4593,395,2397,1519,282
"No asiste (034)",4518,903,350,924,2341
