"CUADRO Nº 4: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ENERGÍA O COMBUSTIBLE QUE MÁS UTILIZAN EN EL HOGAR PARA COCINAR SUS ALIMENTOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ENERGÍA O COMBUSTIBLE QUE MÁS UTILIZA PARA COCINAR",,,,,,,"NO COCINAN"
,,ELECTRICIDAD,GAS,KEROSENE,CARBÓN,LEÑA,"BOSTA, ESTIÉRCOL",OTRO,
,,,,,,,,,
"Provincia CONTRALMIRANTE VILLAR",,,,,,,,,
"Hogares (001)",4275,17,2222,39,887,980,1,3,126
"Ocupantes presentes (002)",16623,53,8910,132,3616,3716,1,3,192
"Casa independiente",,,,,,,,,
"Hogares (004)",4157,17,2190,39,858,938,1,3,111
"Ocupantes presentes (005)",16246,53,8805,132,3512,3575,1,3,165
"Departamento en edificio",,,,,,,,,
"Hogares (007)",6,,5,,,,,,1
"Ocupantes presentes (008)",15,,12,,,,,,3
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",16,,12,,,,,,4
"Ocupantes presentes (011)",46,,37,,,,,,9
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",6,,5,,,1,,,
"Ocupantes presentes (014)",25,,22,,,3,,,
"Choza o cabaña",,,,,,,,,
"Hogares (016)",74,,4,,26,41,,,3
"Ocupantes presentes (017)",246,,10,,94,138,,,4
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",1,,,,,,,,1
"Ocupantes presentes (020)",1,,,,,,,,1
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",6,,3,,,,,,3
"Ocupantes presentes (023)",21,,15,,,,,,6
"Otro tipo",,,,,,,,,
"Hogares (025)",9,,3,,3,,,,3
"Ocupantes presentes (026)",23,,9,,10,,,,4
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",3211,16,1999,36,699,350,,3,108
"Ocupantes presentes (029)",12960,52,8180,121,2921,1517,,3,166
"Casa independiente",,,,,,,,,
"Hogares (031)",3168,16,1972,36,696,349,,3,96
"Ocupantes presentes (032)",12833,52,8089,121,2911,1514,,3,143
"Departamento en edificio",,,,,,,,,
"Hogares (034)",6,,5,,,,,,1
"Ocupantes presentes (035)",15,,12,,,,,,3
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",16,,12,,,,,,4
"Ocupantes presentes (038)",46,,37,,,,,,9
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",6,,5,,,1,,,
"Ocupantes presentes (041)",25,,22,,,3,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",1,,,,,,,,1
"Ocupantes presentes (047)",1,,,,,,,,1
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",5,,2,,,,,,3
"Ocupantes presentes (050)",17,,11,,,,,,6
"Otro tipo",,,,,,,,,
"Hogares (052)",9,,3,,3,,,,3
"Ocupantes presentes (053)",23,,9,,10,,,,4
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",1064,1,223,3,188,630,1,,18
"Ocupantes presentes (056)",3663,1,730,11,695,2199,1,,26
"Casa independiente",,,,,,,,,
"Hogares (058)",989,1,218,3,162,589,1,,15
"Ocupantes presentes (059)",3413,1,716,11,601,2061,1,,22
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",74,,4,,26,41,,,3
"Ocupantes presentes (071)",246,,10,,94,138,,,4
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",1,,1,,,,,,
"Ocupantes presentes (077)",4,,4,,,,,,
"Otro tipo",,,,,,,,,
