"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia LA UNION",,,,,,,,,
"Viviendas particulares (001)",96,32,10,3,13,3,6,7,22
"Ocupantes presentes (002)",290,97,29,13,43,13,17,10,68
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",94,32,10,3,13,3,6,5,22
"Ocupantes presentes (005)",288,97,29,13,43,13,17,8,68
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",2,,,,,,,2,
"Ocupantes presentes (014)",2,,,,,,,2,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",82,24,8,3,13,3,6,7,18
"Ocupantes presentes (029)",252,75,22,13,43,13,17,10,59
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",80,24,8,3,13,3,6,5,18
"Ocupantes presentes (032)",250,75,22,13,43,13,17,8,59
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",2,,,,,,,2,
"Ocupantes presentes (041)",2,,,,,,,2,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",14,8,2,,,,,,4
"Ocupantes presentes (056)",38,22,7,,,,,,9
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",14,8,2,,,,,,4
"Ocupantes presentes (059)",38,22,7,,,,,,9
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
