"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia MARISCAL CACERES",,,,,,,,,
"Viviendas particulares (001)",539,462,59,4,4,,1,,9
"Ocupantes presentes (002)",2352,2011,272,20,19,,3,,27
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",504,430,56,4,4,,1,,9
"Ocupantes presentes (005)",2221,1889,263,20,19,,3,,27
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",1,1,,,,,,,
"Ocupantes presentes (008)",3,3,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",23,21,2,,,,,,
"Ocupantes presentes (011)",76,71,5,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",4,4,,,,,,,
"Ocupantes presentes (014)",19,19,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",2,2,,,,,,,
"Ocupantes presentes (017)",12,12,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",3,3,,,,,,,
"Ocupantes presentes (020)",11,11,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",2,1,1,,,,,,
"Ocupantes presentes (023)",10,6,4,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",505,436,57,4,3,,1,,4
"Ocupantes presentes (029)",2182,1872,260,20,14,,3,,13
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",472,406,54,4,3,,1,,4
"Ocupantes presentes (032)",2063,1762,251,20,14,,3,,13
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",1,1,,,,,,,
"Ocupantes presentes (035)",3,3,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",23,21,2,,,,,,
"Ocupantes presentes (038)",76,71,5,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",4,4,,,,,,,
"Ocupantes presentes (041)",19,19,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",3,3,,,,,,,
"Ocupantes presentes (047)",11,11,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",2,1,1,,,,,,
"Ocupantes presentes (050)",10,6,4,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",34,26,2,,1,,,,5
"Ocupantes presentes (056)",170,139,12,,5,,,,14
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",32,24,2,,1,,,,5
"Ocupantes presentes (059)",158,127,12,,5,,,,14
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",2,2,,,,,,,
"Ocupantes presentes (071)",12,12,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
