"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia TALARA",,,,,,,,,
"Viviendas particulares (001)",17307,6283,7979,1835,726,64,19,14,387
"Ocupantes presentes (002)",79324,28197,36977,8507,3330,270,89,61,1893
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",17041,6181,7844,1817,717,64,19,14,385
"Ocupantes presentes (005)",78315,27777,36493,8440,3300,270,89,61,1885
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",90,15,62,10,3,,,,
"Ocupantes presentes (008)",323,56,211,47,9,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",22,16,5,,1,,,,
"Ocupantes presentes (011)",93,71,17,,5,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",49,20,20,4,4,,,,1
"Ocupantes presentes (014)",215,97,86,12,15,,,,5
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",4,4,,,,,,,
"Ocupantes presentes (017)",21,21,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",69,34,31,3,,,,,1
"Ocupantes presentes (020)",278,142,127,6,,,,,3
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",31,12,17,1,1,,,,
"Ocupantes presentes (023)",75,29,43,2,1,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",1,1,,,,,,,
"Ocupantes presentes (026)",4,4,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",17276,6254,7979,1833,726,64,19,14,387
"Ocupantes presentes (029)",79213,28093,36977,8500,3330,270,89,61,1893
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",17015,6157,7844,1815,717,64,19,14,385
"Ocupantes presentes (032)",78229,27698,36493,8433,3300,270,89,61,1885
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",90,15,62,10,3,,,,
"Ocupantes presentes (035)",323,56,211,47,9,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",22,16,5,,1,,,,
"Ocupantes presentes (038)",93,71,17,,5,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",49,20,20,4,4,,,,1
"Ocupantes presentes (041)",215,97,86,12,15,,,,5
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",69,34,31,3,,,,,1
"Ocupantes presentes (047)",278,142,127,6,,,,,3
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",31,12,17,1,1,,,,
"Ocupantes presentes (050)",75,29,43,2,1,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",31,29,,2,,,,,
"Ocupantes presentes (056)",111,104,,7,,,,,
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",26,24,,2,,,,,
"Ocupantes presentes (059)",86,79,,7,,,,,
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",4,4,,,,,,,
"Ocupantes presentes (071)",21,21,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,1,,,,,,,
"Ocupantes presentes (080)",4,4,,,,,,,
