"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUARMEY (000)",10485,113,3256,3917,2519,680
"Empleado (001)",2135,9,656,950,490,30
"Obrero (002)",2997,23,1194,1060,595,125
"Trabajador independiente (003)",4534,28,1079,1685,1281,461
"Empleador o patrono (004)",190,,35,73,60,22
"Trabajador familiar no remunerado (005)",533,50,245,123,79,36
"Trabajador del hogar (006)",96,3,47,26,14,6
"Hombres (008)",7547,77,2397,2708,1833,532
"Empleado (009)",1214,5,349,527,311,22
"Obrero (010)",2543,15,1014,888,512,114
"Trabajador independiente (011)",3318,20,821,1187,929,361
"Empleador o patrono (012)",144,,27,54,47,16
"Trabajador familiar no remunerado (013)",319,37,183,52,32,15
"Trabajador del hogar (014)",9,,3,,2,4
"Mujeres (016)",2938,36,859,1209,686,148
"Empleado (017)",921,4,307,423,179,8
"Obrero (018)",454,8,180,172,83,11
"Trabajador independiente (019)",1216,8,258,498,352,100
"Empleador o patrono (020)",46,,8,19,13,6
"Trabajador familiar no remunerado (021)",214,13,62,71,47,21
"Trabajador del hogar (022)",87,3,44,26,12,2
,,,,,,
"URBANA (024)",7999,83,2397,3132,1918,469
"Empleado (025)",2016,9,628,896,454,29
"Obrero (026)",2127,15,790,788,439,95
"Trabajador independiente (027)",3326,26,818,1289,900,293
"Empleador o patrono (028)",165,,27,65,53,20
"Trabajador familiar no remunerado (029)",280,31,95,69,58,27
"Trabajador del hogar (030)",85,2,39,25,14,5
"Hombres (032)",5449,56,1667,2066,1315,345
"Empleado (033)",1151,5,338,501,286,21
"Obrero (034)",1794,11,664,654,381,84
"Trabajador independiente (035)",2244,19,584,846,585,210
"Empleador o patrono (036)",120,,19,46,40,15
"Trabajador familiar no remunerado (037)",131,21,59,19,21,11
"Trabajador del hogar (038)",9,,3,,2,4
"Mujeres (040)",2550,27,730,1066,603,124
"Empleado (041)",865,4,290,395,168,8
"Obrero (042)",333,4,126,134,58,11
"Trabajador independiente (043)",1082,7,234,443,315,83
"Empleador o patrono (044)",45,,8,19,13,5
"Trabajador familiar no remunerado (045)",149,10,36,50,37,16
"Trabajador del hogar (046)",76,2,36,25,12,1
,,,,,,
"RURAL (048)",2486,30,859,785,601,211
"Empleado (049)",119,,28,54,36,1
"Obrero (050)",870,8,404,272,156,30
"Trabajador independiente (051)",1208,2,261,396,381,168
"Empleador o patrono (052)",25,,8,8,7,2
"Trabajador familiar no remunerado (053)",253,19,150,54,21,9
"Trabajador del hogar (054)",11,1,8,1,,1
"Hombres (056)",2098,21,730,642,518,187
"Empleado (057)",63,,11,26,25,1
"Obrero (058)",749,4,350,234,131,30
"Trabajador independiente (059)",1074,1,237,341,344,151
"Empleador o patrono (060)",24,,8,8,7,1
"Trabajador familiar no remunerado (061)",188,16,124,33,11,4
"Mujeres (064)",388,9,129,143,83,24
"Empleado (065)",56,,17,28,11,
"Obrero (066)",121,4,54,38,25,
"Trabajador independiente (067)",134,1,24,55,37,17
"Empleador o patrono (068)",1,,,,,1
"Trabajador familiar no remunerado (069)",65,3,26,21,10,5
"Trabajador del hogar (070)",11,1,8,1,,1
