"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia ASUNCION (000)",8953,150,3055,1973,1544,1332,899
"Jefe o Jefa (001)",2343,,3,270,762,748,560
"Esposa(o) / compañera(o) (002)",1500,,1,309,569,463,158
"Hijo(a) / hijastro(a) (003)",4074,104,2665,1158,125,20,2
"Yerno / nuera (004)",94,,,61,25,7,1
"Nieto(a) (005)",318,37,244,36,1,,
"Padres / suegros (006)",158,,,,4,37,117
"Otro(a) pariente (007)",353,9,126,89,37,42,50
"Trabajador(a) del hogar (008)",13,,1,8,2,,2
"Pensionistas (009)",15,,2,9,4,,
"Otro(a) no pariente (010)",85,,13,33,15,15,9
"Hombres (011)",4333,85,1580,970,731,596,371
"Jefe o Jefa (012)",1619,,3,208,591,511,306
"Esposa(o) / compañera(o) (013)",107,,,15,42,33,17
"Hijo(a) / hijastro(a) (014)",2126,58,1375,632,51,10,
"Yerno / nuera (015)",51,,,30,15,6,
"Nieto(a) (016)",167,22,124,20,1,,
"Padres / suegros (017)",36,,,,4,8,24
"Otro(a) pariente (018)",175,5,67,43,20,22,18
"Trabajador(a) del hogar (019)",1,,,,,,1
"Pensionistas (020)",8,,2,5,1,,
"Otro(a) no pariente (021)",43,,9,17,6,6,5
"Mujeres (022)",4620,65,1475,1003,813,736,528
"Jefe o Jefa (023)",724,,,62,171,237,254
"Esposa(o) / compañera(o) (024)",1393,,1,294,527,430,141
"Hijo(a) / hijastro(a) (025)",1948,46,1290,526,74,10,2
"Yerno / nuera (026)",43,,,31,10,1,1
"Nieto(a) (027)",151,15,120,16,,,
"Padres / suegros (028)",122,,,,,29,93
"Otro(a) pariente (029)",178,4,59,46,17,20,32
"Trabajador(a) del hogar (030)",12,,1,8,2,,1
"Pensionistas (031)",7,,,4,3,,
"Otro(a) no pariente (032)",42,,4,16,9,9,4
,,,,,,,
"URBANA (033)",2201,43,812,472,506,232,136
"Jefe o Jefa (034)",543,,1,96,245,129,72
"Esposa(o) / compañera(o) (035)",373,,1,104,180,66,22
"Hijo(a) / hijastro(a) (036)",971,37,710,179,39,6,
"Yerno / nuera (037)",11,,,6,4,1,
"Nieto(a) (038)",58,5,49,4,,,
"Padres / suegros (039)",40,,,,2,15,23
"Otro(a) pariente (040)",123,1,41,43,18,8,12
"Trabajador(a) del hogar (041)",7,,,5,1,,1
"Pensionistas (042)",12,,1,8,3,,
"Otro(a) no pariente (043)",63,,9,27,14,7,6
"Hombres (044)",1101,23,437,222,243,122,54
"Jefe o Jefa (045)",399,,1,74,190,97,37
"Esposa(o) / compañera(o) (046)",35,,,6,17,8,4
"Hijo(a) / hijastro(a) (047)",524,21,385,96,18,4,
"Yerno / nuera (048)",7,,,5,1,1,
"Nieto(a) (049)",29,2,25,2,,,
"Padres / suegros (050)",9,,,,2,2,5
"Otro(a) pariente (051)",62,,19,22,9,7,5
"Pensionistas (053)",6,,1,4,1,,
"Otro(a) no pariente (054)",30,,6,13,5,3,3
"Mujeres (055)",1100,20,375,250,263,110,82
"Jefe o Jefa (056)",144,,,22,55,32,35
"Esposa(o) / compañera(o) (057)",338,,1,98,163,58,18
"Hijo(a) / hijastro(a) (058)",447,16,325,83,21,2,
"Yerno / nuera (059)",4,,,1,3,,
"Nieto(a) (060)",29,3,24,2,,,
"Padres / suegros (061)",31,,,,,13,18
"Otro(a) pariente (062)",61,1,22,21,9,1,7
"Trabajador(a) del hogar (063)",7,,,5,1,,1
"Pensionistas (064)",6,,,4,2,,
"Otro(a) no pariente (065)",33,,3,14,9,4,3
,,,,,,,
"RURAL (066)",6752,107,2243,1501,1038,1100,763
"Jefe o Jefa (067)",1800,,2,174,517,619,488
"Esposa(o) / compañera(o) (068)",1127,,,205,389,397,136
"Hijo(a) / hijastro(a) (069)",3103,67,1955,979,86,14,2
"Yerno / nuera (070)",83,,,55,21,6,1
"Nieto(a) (071)",260,32,195,32,1,,
"Padres / suegros (072)",118,,,,2,22,94
"Otro(a) pariente (073)",230,8,85,46,19,34,38
"Trabajador(a) del hogar (074)",6,,1,3,1,,1
"Pensionistas (075)",3,,1,1,1,,
"Otro(a) no pariente (076)",22,,4,6,1,8,3
"Hombres (077)",3232,62,1143,748,488,474,317
"Jefe o Jefa (078)",1220,,2,134,401,414,269
"Esposa(o) / compañera(o) (079)",72,,,9,25,25,13
"Hijo(a) / hijastro(a) (080)",1602,37,990,536,33,6,
"Yerno / nuera (081)",44,,,25,14,5,
"Nieto(a) (082)",138,20,99,18,1,,
"Padres / suegros (083)",27,,,,2,6,19
"Otro(a) pariente (084)",113,5,48,21,11,15,13
"Trabajador(a) del hogar (085)",1,,,,,,1
"Pensionistas (086)",2,,1,1,,,
"Otro(a) no pariente (087)",13,,3,4,1,3,2
"Mujeres (088)",3520,45,1100,753,550,626,446
"Jefe o Jefa (089)",580,,,40,116,205,219
"Esposa(o) / compañera(o) (090)",1055,,,196,364,372,123
"Hijo(a) / hijastro(a) (091)",1501,30,965,443,53,8,2
"Yerno / nuera (092)",39,,,30,7,1,1
"Nieto(a) (093)",122,12,96,14,,,
"Padres / suegros (094)",91,,,,,16,75
"Otro(a) pariente (095)",117,3,37,25,8,19,25
"Trabajador(a) del hogar (096)",5,,1,3,1,,
"Pensionistas (097)",1,,,,1,,
"Otro(a) no pariente (098)",9,,1,2,,5,1
