"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia AZANGARO (000)",39030,33823,2234,1328,1645
"Agric., ganadería, caza y silvicultura (001)",26277,25515,698,48,16
"Pesca (002)",42,38,4,,
"Explotación de minas y canteras (003)",716,239,189,183,105
"Industrias manufactureras (004)",1108,978,94,21,15
"Suministro de electricidad, gas y agua (005)",37,6,3,23,5
"Construcción (006)",1770,1088,293,215,174
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",2899,2779,104,13,3
"Venta, mant.y rep. veh.autom y motoc. (008)",155,144,5,3,3
"Comercio al por mayor (009)",128,123,3,2,
"Comercio al por menor (010)",2616,2512,96,8,
"Hoteles y restaurantes (011)",487,421,47,7,12
"Trans., almac. y comunicaciones (012)",908,774,84,26,24
"Intermediación financiera (013)",12,5,1,4,2
"Activid.inmobil., empres. y alquileres (014)",226,144,31,17,34
"Admin.pub. y defensa; p. segur soc.afil (015)",821,,,,821
"Enseñanza (016)",2114,600,612,710,192
"Servicios sociales y de salud (017)",292,54,11,8,219
"Otras activ. serv.comun.soc y personales (018)",214,167,26,13,8
"Hogares privados con servicio doméstico (019)",407,407,,,
"Actividad economica no especificada (021)",700,608,37,40,15
"Hombres (022)",23145,19127,1687,1094,1237
"Agric., ganadería, caza y silvicultura (023)",14939,14448,449,31,11
"Pesca (024)",31,30,1,,
"Explotación de minas y canteras (025)",674,214,177,181,102
"Industrias manufactureras (026)",734,638,66,16,14
"Suministro de electricidad, gas y agua (027)",34,6,3,21,4
"Construcción (028)",1717,1069,286,207,155
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",1129,1059,59,8,3
"Venta, mant.y rep. veh.autom y motoc. (030)",134,123,5,3,3
"Comercio al por mayor (031)",72,68,3,1,
"Comercio al por menor (032)",923,868,51,4,
"Hoteles y restaurantes (033)",106,80,15,5,6
"Trans., almac. y comunicaciones (034)",864,739,77,25,23
"Intermediación financiera (035)",4,1,,2,1
"Activid.inmobil., empres. y alquileres (036)",172,103,27,14,28
"Admin.pub. y defensa; p. segur soc.afil (037)",615,,,,615
"Enseñanza (038)",1543,371,476,539,157
"Servicios sociales y de salud (039)",143,30,6,6,101
"Otras activ. serv.comun.soc y personales (040)",106,69,22,8,7
"Hogares privados con servicio doméstico (041)",28,28,,,
