"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CHURCAMPA (000)",30227,5821,5278,5424,4677,3516,5511
"Conviviente (001)",4874,136,1574,1823,813,297,231
"Separado(a) (002)",671,6,137,156,151,117,104
"Casado(a) (003)",12131,20,494,2430,3231,2635,3321
"Viudo(a) (004)",2111,1,11,45,149,303,1602
"Divorciado(a) (005)",130,,10,16,27,30,47
"Soltero(a) (006)",10310,5658,3052,954,306,134,206
"Hombres (008)",14729,2888,2638,2685,2283,1722,2513
"Conviviente (009)",2408,44,612,985,462,171,134
"Separado(a) (010)",158,1,15,39,23,42,38
"Casado(a) (011)",6105,12,158,1093,1606,1369,1867
"Viudo(a) (012)",453,1,1,9,31,57,354
"Divorciado(a) (013)",61,,4,8,11,15,23
"Soltero(a) (014)",5544,2830,1848,551,150,68,97
"Mujeres (016)",15498,2933,2640,2739,2394,1794,2998
"Conviviente (017)",2466,92,962,838,351,126,97
"Separado(a) (018)",513,5,122,117,128,75,66
"Casado(a) (019)",6026,8,336,1337,1625,1266,1454
"Viudo(a) (020)",1658,,10,36,118,246,1248
"Divorciado(a) (021)",69,,6,8,16,15,24
"Soltero(a) (022)",4766,2828,1204,403,156,66,109
,,,,,,,
"URBANA (024)",7588,1253,1222,1567,1332,1015,1199
"Conviviente (025)",1595,45,310,668,374,121,77
"Separado(a) (026)",228,1,23,56,56,55,37
"Casado(a) (027)",2618,1,43,408,740,704,722
"Viudo(a) (028)",389,,3,4,32,68,282
"Divorciado(a) (029)",49,,2,5,12,14,16
"Soltero(a) (030)",2709,1206,841,426,118,53,65
"Hombres (032)",3950,639,635,839,710,563,564
"Conviviente (033)",850,19,120,366,223,78,44
"Separado(a) (034)",55,,,17,8,19,11
"Casado(a) (035)",1448,,17,198,404,414,415
"Viudo(a) (036)",85,,1,,6,15,63
"Divorciado(a) (037)",27,,2,4,5,7,9
"Soltero(a) (038)",1485,620,495,254,64,30,22
"Mujeres (040)",3638,614,587,728,622,452,635
"Conviviente (041)",745,26,190,302,151,43,33
"Separado(a) (042)",173,1,23,39,48,36,26
"Casado(a) (043)",1170,1,26,210,336,290,307
"Viudo(a) (044)",304,,2,4,26,53,219
"Divorciado(a) (045)",22,,,1,7,7,7
"Soltero(a) (046)",1224,586,346,172,54,23,43
,,,,,,,
"RURAL (048)",22639,4568,4056,3857,3345,2501,4312
"Conviviente (049)",3279,91,1264,1155,439,176,154
"Separado(a) (050)",443,5,114,100,95,62,67
"Casado(a) (051)",9513,19,451,2022,2491,1931,2599
"Viudo(a) (052)",1722,1,8,41,117,235,1320
"Divorciado(a) (053)",81,,8,11,15,16,31
"Soltero(a) (054)",7601,4452,2211,528,188,81,141
"Hombres (056)",10779,2249,2003,1846,1573,1159,1949
"Conviviente (057)",1558,25,492,619,239,93,90
"Separado(a) (058)",103,1,15,22,15,23,27
"Casado(a) (059)",4657,12,141,895,1202,955,1452
"Viudo(a) (060)",368,1,,9,25,42,291
"Divorciado(a) (061)",34,,2,4,6,8,14
"Soltero(a) (062)",4059,2210,1353,297,86,38,75
"Mujeres (064)",11860,2319,2053,2011,1772,1342,2363
"Conviviente (065)",1721,66,772,536,200,83,64
"Separado(a) (066)",340,4,99,78,80,39,40
"Casado(a) (067)",4856,7,310,1127,1289,976,1147
"Viudo(a) (068)",1354,,8,32,92,193,1029
"Divorciado(a) (069)",47,,6,7,9,8,17
"Soltero(a) (070)",3542,2242,858,231,102,43,66
