"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia MELGAR (000)",36089,30565,5524
"De 3 a 5 años (001)",5134,555,4579
"De 6 a 11 años (002)",11160,10360,800
"De 12 a 16 años (003)",9557,9510,47
"De 17 a 24 años (004)",10238,10140,98
"Hombres (005)",17961,15199,2762
"De 3 a 5 años (006)",2579,279,2300
"De 6 a 11 años (007)",5620,5208,412
"De 12 a 16 años (008)",4774,4756,18
"De 17 a 24 años (009)",4988,4956,32
"Mujeres (010)",18128,15366,2762
"De 3 a 5 años (011)",2555,276,2279
"De 6 a 11 años (012)",5540,5152,388
"De 12 a 16 años (013)",4783,4754,29
"De 17 a 24 años (014)",5250,5184,66
,,,
"URBANA (015)",17592,15279,2313
"De 3 a 5 años (016)",2235,274,1961
"De 6 a 11 años (017)",5275,4972,303
"De 12 a 16 años (018)",4921,4902,19
"De 17 a 24 años (019)",5161,5131,30
"Hombres (020)",8734,7574,1160
"De 3 a 5 años (021)",1101,135,966
"De 6 a 11 años (022)",2651,2476,175
"De 12 a 16 años (023)",2460,2451,9
"De 17 a 24 años (024)",2522,2512,10
"Mujeres (025)",8858,7705,1153
"De 3 a 5 años (026)",1134,139,995
"De 6 a 11 años (027)",2624,2496,128
"De 12 a 16 años (028)",2461,2451,10
"De 17 a 24 años (029)",2639,2619,20
,,,
"RURAL (030)",18497,15286,3211
"De 3 a 5 años (031)",2899,281,2618
"De 6 a 11 años (032)",5885,5388,497
"De 12 a 16 años (033)",4636,4608,28
"De 17 a 24 años (034)",5077,5009,68
"Hombres (035)",9227,7625,1602
"De 3 a 5 años (036)",1478,144,1334
"De 6 a 11 años (037)",2969,2732,237
"De 12 a 16 años (038)",2314,2305,9
"De 17 a 24 años (039)",2466,2444,22
"Mujeres (040)",9270,7661,1609
"De 3 a 5 años (041)",1421,137,1284
"De 6 a 11 años (042)",2916,2656,260
"De 12 a 16 años (043)",2322,2303,19
"De 17 a 24 años (044)",2611,2565,46
