"CUADRO Nº 3: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y TIPO DE VIVIENDA PARTICULAR",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL Y TIPO DE VIVIENDA PARTICULAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia HUANCA SANCOS (000)",10465,190,3488,2217,1941,1677,952
"Casa independiente (001)",9438,178,3281,2068,1710,1412,789
"Departamento en edificio (002)",13,,3,2,6,1,1
"Vivienda en quinta (003)",65,,28,9,12,9,7
"Vivienda en casa de vecindad (004)",32,,13,5,6,1,7
"Choza o cabaña (005)",883,12,155,123,198,248,147
"Vivienda improvisada (006)",5,,1,,4,,
"Local no destinado para hab.humana (007)",26,,5,10,4,6,1
"Otro tipo (008)",3,,2,,1,,
,,,,,,,
"URBANA (009)",7076,124,2413,1493,1315,1089,642
"Casa independiente (010)",6937,124,2364,1467,1283,1072,627
"Departamento en edificio (011)",13,,3,2,6,1,1
"Vivienda en quinta (012)",65,,28,9,12,9,7
"Vivienda en casa de vecindad (013)",32,,13,5,6,1,7
"Vivienda improvisada (015)",5,,1,,4,,
"Local no destinado para hab.humana (016)",24,,4,10,4,6,
,,,,,,,
"RURAL (018)",3389,66,1075,724,626,588,310
"Casa independiente (019)",2501,54,917,601,427,340,162
"Choza o cabaña (023)",883,12,155,123,198,248,147
"Local no destinado para hab.humana (025)",2,,1,,,,1
"Otro tipo (026)",3,,2,,1,,
