"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia SANCHEZ CARRION",,,,,,,,,
"Viviendas particulares (001)",29513,11379,8053,3026,3770,971,1131,361,822
"Ocupantes presentes (002)",135592,47482,36853,14882,18798,4946,5987,2015,4629
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",28491,10652,7852,2983,3727,966,1131,360,820
"Ocupantes presentes (005)",130998,44390,35857,14638,18602,4917,5987,2007,4600
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",11,5,3,,1,1,,1,
"Ocupantes presentes (008)",60,21,13,,11,7,,8,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",45,16,8,5,14,,,,2
"Ocupantes presentes (011)",190,55,33,17,56,,,,29
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",86,38,17,10,19,2,,,
"Ocupantes presentes (014)",418,166,88,63,89,12,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",869,659,173,27,8,2,,,
"Ocupantes presentes (017)",3884,2815,862,159,38,10,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",3,2,,1,,,,,
"Ocupantes presentes (020)",18,13,,5,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",8,7,,,1,,,,
"Ocupantes presentes (023)",24,22,,,2,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",7454,1066,1712,983,1613,538,624,266,652
"Ocupantes presentes (029)",35959,4266,7493,4819,8026,2764,3352,1501,3738
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",7305,1001,1684,967,1579,535,624,265,650
"Ocupantes presentes (032)",35254,3992,7359,4734,7870,2745,3352,1493,3709
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",11,5,3,,1,1,,1,
"Ocupantes presentes (035)",60,21,13,,11,7,,8,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",45,16,8,5,14,,,,2
"Ocupantes presentes (038)",190,55,33,17,56,,,,29
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",86,38,17,10,19,2,,,
"Ocupantes presentes (041)",418,166,88,63,89,12,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",3,2,,1,,,,,
"Ocupantes presentes (047)",18,13,,5,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",4,4,,,,,,,
"Ocupantes presentes (050)",19,19,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",22059,10313,6341,2043,2157,433,507,95,170
"Ocupantes presentes (056)",99633,43216,29360,10063,10772,2182,2635,514,891
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",21186,9651,6168,2016,2148,431,507,95,170
"Ocupantes presentes (059)",95744,40398,28498,9904,10732,2172,2635,514,891
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",869,659,173,27,8,2,,,
"Ocupantes presentes (071)",3884,2815,862,159,38,10,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",4,3,,,1,,,,
"Ocupantes presentes (077)",5,3,,,2,,,,
"Otro tipo",,,,,,,,,
