"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia YAROWILCA (000)",7685,7420,22,1221,1031,942,1965,1401,662,176,265,31294
"De 12 a 14 años (001)",11,3,,2,1,,,,,,8,4
"De 15 a 19 años (002)",230,207,1,178,27,,1,,,,23,236
"De 20 a 24 años (003)",776,695,3,427,176,64,24,1,,,81,1078
"De 25 a 29 años (004)",875,831,1,226,251,199,141,13,,,44,2005
"De 30 a 34 años (005)",895,859,3,101,161,183,327,75,8,1,36,2941
"De 35 a 39 años (006)",840,814,,54,112,111,313,173,45,6,26,3546
"De 40 a 44 años (007)",799,789,3,42,54,75,248,232,104,31,10,4189
"De 45 a 49 años (008)",690,682,1,22,54,63,166,204,134,38,8,3909
"De 50 y más años (009)",2569,2540,10,169,195,247,745,703,371,100,29,13386
"PEA (010)",2545,2468,5,426,400,321,615,445,211,45,77,10007
"De 15 a 19 años (012)",69,66,,52,13,,1,,,,3,82
"De 20 a 24 años (013)",240,219,,134,57,20,8,,,,21,343
"De 25 a 29 años (014)",300,281,,82,94,63,40,2,,,19,638
"De 30 a 34 años (015)",296,282,1,35,63,63,89,27,4,,14,934
"De 35 a 39 años (016)",306,298,,29,56,41,98,57,17,,8,1190
"De 40 a 44 años (017)",289,285,2,18,23,32,97,73,37,3,4,1404
"De 45 a 49 años (018)",233,230,,9,28,23,52,66,40,12,3,1260
"De 50 y más años (019)",812,807,2,67,66,79,230,220,113,30,5,4156
"Ocupada (020)",2507,2441,5,418,390,319,612,443,210,44,66,9927
"De 15 a 19 años (022)",69,66,,52,13,,1,,,,3,82
"De 20 a 24 años (023)",227,211,,129,54,20,8,,,,16,332
"De 25 a 29 años (024)",287,273,,79,90,62,40,2,,,14,624
