"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia HUANUCO (000)",89994,20826,12569,43627,1826,8424,2722
"Conviviente (001)",28801,4716,4548,16715,565,1781,476
"Separado(a) (002)",4413,927,543,2356,82,158,347
"Casado(a) (003)",26382,7372,2683,13739,746,1537,305
"Viudo(a) (004)",3024,272,339,2077,80,122,134
"Divorciado(a) (005)",634,222,55,315,18,10,14
"Soltero(a) (006)",26740,7317,4401,8425,335,4816,1446
"Hombres (008)",61103,11353,10987,32206,1379,4973,205
"Conviviente (009)",21418,2839,4027,13401,463,661,27
"Separado(a) (010)",1488,242,318,844,28,46,10
"Casado(a) (011)",18198,4312,2413,10507,593,356,17
"Viudo(a) (012)",1321,73,216,929,38,60,5
"Divorciado(a) (013)",296,80,38,163,11,4,
"Soltero(a) (014)",18382,3807,3975,6362,246,3846,146
"Mujeres (016)",28891,9473,1582,11421,447,3451,2517
"Conviviente (017)",7383,1877,521,3314,102,1120,449
"Separado(a) (018)",2925,685,225,1512,54,112,337
"Casado(a) (019)",8184,3060,270,3232,153,1181,288
"Viudo(a) (020)",1703,199,123,1148,42,62,129
"Divorciado(a) (021)",338,142,17,152,7,6,14
"Soltero(a) (022)",8358,3510,426,2063,89,970,1300
,,,,,,,
"URBANA (024)",57881,20058,6711,24980,1195,2664,2273
"Conviviente (025)",16453,4480,2384,8286,308,612,383
"Separado(a) (026)",3100,893,291,1523,39,53,301
"Casado(a) (027)",18721,7166,1692,8225,523,877,238
"Viudo(a) (028)",1598,261,162,986,33,44,112
"Divorciado(a) (029)",492,217,34,213,13,4,11
"Soltero(a) (030)",17517,7041,2148,5747,279,1074,1228
"Hombres (032)",34916,10914,5842,16094,853,1055,158
"Conviviente (033)",10829,2680,2073,5664,227,162,23
"Separado(a) (034)",895,231,169,460,16,14,5
"Casado(a) (035)",11729,4176,1503,5485,390,159,16
"Viudo(a) (036)",461,70,104,260,11,14,2
"Divorciado(a) (037)",206,77,24,98,6,1,
"Soltero(a) (038)",10796,3680,1969,4127,203,705,112
"Mujeres (040)",22965,9144,869,8886,342,1609,2115
"Conviviente (041)",5624,1800,311,2622,81,450,360
"Separado(a) (042)",2205,662,122,1063,23,39,296
"Casado(a) (043)",6992,2990,189,2740,133,718,222
"Viudo(a) (044)",1137,191,58,726,22,30,110
"Divorciado(a) (045)",286,140,10,115,7,3,11
"Soltero(a) (046)",6721,3361,179,1620,76,369,1116
,,,,,,,
"RURAL (048)",32113,768,5858,18647,631,5760,449
"Conviviente (049)",12348,236,2164,8429,257,1169,93
"Separado(a) (050)",1313,34,252,833,43,105,46
"Casado(a) (051)",7661,206,991,5514,223,660,67
"Viudo(a) (052)",1426,11,177,1091,47,78,22
"Divorciado(a) (053)",142,5,21,102,5,6,3
"Soltero(a) (054)",9223,276,2253,2678,56,3742,218
"Hombres (056)",26187,439,5145,16112,526,3918,47
"Conviviente (057)",10589,159,1954,7737,236,499,4
"Separado(a) (058)",593,11,149,384,12,32,5
"Casado(a) (059)",6469,136,910,5022,203,197,1
"Viudo(a) (060)",860,3,112,669,27,46,3
"Divorciado(a) (061)",90,3,14,65,5,3,
"Soltero(a) (062)",7586,127,2006,2235,43,3141,34
"Mujeres (064)",5926,329,713,2535,105,1842,402
"Conviviente (065)",1759,77,210,692,21,670,89
"Separado(a) (066)",720,23,103,449,31,73,41
"Casado(a) (067)",1192,70,81,492,20,463,66
"Viudo(a) (068)",566,8,65,422,20,32,19
"Divorciado(a) (069)",52,2,7,37,,3,3
"Soltero(a) (070)",1637,149,247,443,13,601,184
