"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia PIURA (000)",256176,242219,80180,34625,34404,27612,31367,15979,9304,8748,13957,606347
"De 12 a 14 años (001)",21753,21638,21560,62,16,,,,,,115,94
"De 15 a 19 años (002)",34773,34101,30573,3047,404,61,16,,,,672,4102
"De 20 a 24 años (003)",31643,27365,13134,9028,3998,967,213,25,,,4278,20976
"De 25 a 29 años (004)",28681,25055,5071,7793,7018,3430,1582,135,26,,3626,39892
"De 30 a 34 años (005)",25362,23706,2555,4862,6790,4887,3853,640,105,14,1656,54692
"De 35 a 39 años (006)",23250,22173,1697,2949,5284,5024,5238,1587,311,83,1077,64976
"De 40 a 44 años (007)",20650,19907,1312,2048,3867,4225,5203,2171,758,323,743,69025
"De 45 a 49 años (008)",17954,17397,1093,1596,2740,3275,4505,2430,1164,594,557,68654
"De 50 y más años (009)",52110,50877,3185,3240,4287,5743,10757,8991,6940,7734,1233,283936
"Sin nivel (010)",29423,28266,2597,1846,2282,2589,5282,4917,3968,4785,1157,159066
"De 12 a 14 años (011)",431,427,424,3,,,,,,,4,3
"De 15 a 19 años (012)",752,720,596,98,20,5,1,,,,32,157
"De 20 a 24 años (013)",964,815,271,219,210,82,29,4,,,149,1037
"De 25 a 29 años (014)",1201,1049,124,176,276,241,194,32,6,,152,2540
"De 30 a 34 años (015)",2357,2197,130,238,452,526,649,167,31,4,160,6909
"De 35 a 39 años (016)",2528,2406,119,179,296,421,815,432,113,31,122,9676
"De 40 a 44 años (017)",2807,2682,150,170,236,320,787,560,311,148,125,12974
"De 45 a 49 años (018)",2927,2829,122,138,187,249,646,721,451,315,98,16104
"De 50 y más años (019)",15456,15141,661,625,605,745,2161,3001,3056,4287,315,109666
