"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia TAYACAJA (000)",104901,103594,798,509
"Hombres (001)",52038,51550,260,228
"Mujeres (002)",52863,52044,538,281
"Menores de 1 año (003)",1849,1588,131,130
"Hombres (004)",925,799,66,60
"Mujeres (005)",924,789,65,70
"De 1 a 5 años (006)",13059,12575,148,336
"Hombres (007)",6550,6332,68,150
"Mujeres (008)",6509,6243,80,186
"De 6 a 14 años (009)",27724,27700,12,12
"Hombres (010)",14141,14126,8,7
"Mujeres (011)",13583,13574,4,5
"De 15 a 29 años (012)",24913,24900,12,1
"Hombres (013)",12454,12451,3,
"Mujeres (014)",12459,12449,9,1
"De 30 a 44 años (015)",17344,17295,46,3
"Hombres (016)",8443,8425,15,3
"Mujeres (017)",8901,8870,31,
"De 45 a 64 años (018)",13659,13539,116,4
"Hombres (019)",6636,6606,29,1
"Mujeres (020)",7023,6933,87,3
"De 65 a más años (021)",6353,5997,333,23
"Hombres (022)",2889,2811,71,7
"Mujeres (023)",3464,3186,262,16
,,,,
"URBANA (024)",25677,25386,160,131
"Hombres (025)",12750,12629,57,64
"Mujeres (026)",12927,12757,103,67
"Menores de 1 año (027)",409,346,37,26
"Hombres (028)",232,196,23,13
"Mujeres (029)",177,150,14,13
"De 1 a 5 años (030)",2686,2548,45,93
"Hombres (031)",1334,1268,20,46
"Mujeres (032)",1352,1280,25,47
"De 6 a 14 años (033)",6345,6338,3,4
"Hombres (034)",3237,3231,2,4
"Mujeres (035)",3108,3107,1,
"De 15 a 29 años (036)",6419,6416,2,1
"Hombres (037)",3285,3284,1,
"Mujeres (038)",3134,3132,1,1
"De 30 a 44 años (039)",4742,4737,5,
"Hombres (040)",2259,2258,1,
"Mujeres (041)",2483,2479,4,
"De 45 a 64 años (042)",3449,3433,14,2
"Hombres (043)",1676,1674,2,
"Mujeres (044)",1773,1759,12,2
"De 65 a más años (045)",1627,1568,54,5
"Hombres (046)",727,718,8,1
"Mujeres (047)",900,850,46,4
,,,,
"RURAL (048)",79224,78208,638,378
"Hombres (049)",39288,38921,203,164
"Mujeres (050)",39936,39287,435,214
"Menores de 1 año (051)",1440,1242,94,104
"Hombres (052)",693,603,43,47
"Mujeres (053)",747,639,51,57
"De 1 a 5 años (054)",10373,10027,103,243
"Hombres (055)",5216,5064,48,104
"Mujeres (056)",5157,4963,55,139
"De 6 a 14 años (057)",21379,21362,9,8
"Hombres (058)",10904,10895,6,3
"Mujeres (059)",10475,10467,3,5
"De 15 a 29 años (060)",18494,18484,10,
"Hombres (061)",9169,9167,2,
"Mujeres (062)",9325,9317,8,
"De 30 a 44 años (063)",12602,12558,41,3
"Hombres (064)",6184,6167,14,3
"Mujeres (065)",6418,6391,27,
"De 45 a 64 años (066)",10210,10106,102,2
"Hombres (067)",4960,4932,27,1
"Mujeres (068)",5250,5174,75,1
"De 65 a más años (069)",4726,4429,279,18
"Hombres (070)",2162,2093,63,6
"Mujeres (071)",2564,2336,216,12
