"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia SAN IGNACIO (000)",44675,1333,17056,14043,9509,2734
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",33,,2,18,13,
"Profes., científicos e intelectuales (002)",1918,,569,1024,321,4
"Técnicos de nivel medio y trab.asimilados (003)",388,,189,145,49,5
"Jefes y empleados de oficina (004)",325,,161,119,41,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1867,35,559,774,432,67
"Agricult.trabaj. calif. agrop. y pesqueros (006)",19260,135,5091,6616,5493,1925
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",764,10,286,268,179,21
"Obreros construc., conf., papel, fab., instr. (008)",1134,3,464,457,192,18
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",16755,1094,8769,3948,2380,564
"Otra (010)",127,,66,43,18,
"Ocupación no especificada (011)",1268,4,467,417,284,96
"Desocupado (012)",836,52,433,214,107,30
"Hombres (013)",35798,1026,13584,11129,7727,2332
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",25,,,15,10,
"Profes., científicos e intelectuales (015)",942,,207,528,206,1
"Técnicos de nivel medio y trab.asimilados (016)",251,,113,93,41,4
"Jefes y empleados de oficina (017)",143,,50,65,25,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",947,14,250,400,241,42
"Agricult.trabaj. calif. agrop. y pesqueros (019)",17968,109,4738,6256,5080,1785
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",608,8,237,209,136,18
"Obreros construc., conf., papel, fab., instr. (021)",1121,3,455,455,190,18
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",12752,855,7054,2801,1628,414
"Otra (023)",126,,66,43,17,
"Ocupación no especificada (024)",280,4,114,81,59,22
"Desocupado (025)",635,33,300,183,94,25
"Mujeres (026)",8877,307,3472,2914,1782,402
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",8,,2,3,3,
"Profes., científicos e intelectuales (028)",976,,362,496,115,3
"Técnicos de nivel medio y trab.asimilados (029)",137,,76,52,8,1
"Jefes y empleados de oficina (030)",182,,111,54,16,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",920,21,309,374,191,25
"Agricult.trabaj. calif. agrop. y pesqueros (032)",1292,26,353,360,413,140
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",156,2,49,59,43,3
