"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia ASCOPE (000)",115652,1995,29910,28764,23926,20785,10272
"Jefe o Jefa (001)",28500,,22,2799,8264,10646,6769
"Esposa(o) / compañera(o) (002)",18108,,28,3115,6480,6356,2129
"Hijo(a) / hijastro(a) (003)",45592,1007,20181,16074,6356,1948,26
"Yerno / nuera (004)",2991,,21,1474,1178,308,10
"Nieto(a) (005)",11135,794,7594,2597,146,4,
"Padres / suegros (006)",1086,,,,18,236,832
"Otro(a) pariente (007)",7094,184,1936,2150,1241,1129,454
"Trabajador(a) del hogar (008)",84,,6,43,18,13,4
"Pensionistas (009)",109,,4,64,25,10,6
"Otro(a) no pariente (010)",953,10,118,448,200,135,42
"Hombres (011)",57852,1012,15269,14435,11710,10111,5315
"Jefe o Jefa (012)",21535,,14,2207,6569,8006,4739
"Esposa(o) / compañera(o) (013)",715,,13,144,250,216,92
"Hijo(a) / hijastro(a) (014)",23391,538,10302,8514,3165,865,7
"Yerno / nuera (015)",1628,,8,611,764,236,9
"Nieto(a) (016)",5716,382,3867,1390,75,2,
"Padres / suegros (017)",332,,,,8,74,250
"Otro(a) pariente (018)",3844,89,999,1211,731,627,187
"Trabajador(a) del hogar (019)",10,,2,2,3,2,1
"Pensionistas (020)",91,,4,55,20,7,5
"Otro(a) no pariente (021)",590,3,60,301,125,76,25
"Mujeres (022)",57800,983,14641,14329,12216,10674,4957
"Jefe o Jefa (023)",6965,,8,592,1695,2640,2030
"Esposa(o) / compañera(o) (024)",17393,,15,2971,6230,6140,2037
"Hijo(a) / hijastro(a) (025)",22201,469,9879,7560,3191,1083,19
"Yerno / nuera (026)",1363,,13,863,414,72,1
"Nieto(a) (027)",5419,412,3727,1207,71,2,
"Padres / suegros (028)",754,,,,10,162,582
"Otro(a) pariente (029)",3250,95,937,939,510,502,267
"Trabajador(a) del hogar (030)",74,,4,41,15,11,3
"Pensionistas (031)",18,,,9,5,3,1
"Otro(a) no pariente (032)",363,7,58,147,75,59,17
,,,,,,,
"URBANA (033)",101653,1764,26236,24976,21282,18277,9118
"Jefe o Jefa (034)",25023,,21,2393,7254,9313,6042
"Esposa(o) / compañera(o) (035)",15686,,24,2597,5657,5517,1891
"Hijo(a) / hijastro(a) (036)",39786,870,17404,13912,5793,1784,23
"Yerno / nuera (037)",2704,,18,1288,1100,289,9
"Nieto(a) (038)",10208,719,6921,2426,138,4,
"Padres / suegros (039)",931,,,,15,205,711
"Otro(a) pariente (040)",6304,166,1731,1881,1105,1022,399
"Trabajador(a) del hogar (041)",80,,5,41,17,13,4
"Pensionistas (042)",105,,4,63,24,10,4
"Otro(a) no pariente (043)",826,9,108,375,179,120,35
"Hombres (044)",50524,880,13384,12461,10323,8793,4683
"Jefe o Jefa (045)",18595,,14,1842,5667,6889,4183
"Esposa(o) / compañera(o) (046)",685,,11,139,241,205,89
"Hijo(a) / hijastro(a) (047)",20260,461,8872,7301,2841,779,6
"Yerno / nuera (048)",1502,,7,547,718,222,8
"Nieto(a) (049)",5230,337,3532,1289,70,2,
"Padres / suegros (050)",283,,,,7,64,212
"Otro(a) pariente (051)",3387,80,890,1050,648,558,161
"Trabajador(a) del hogar (052)",9,,1,2,3,2,1
"Pensionistas (053)",87,,4,54,19,7,3
"Otro(a) no pariente (054)",486,2,53,237,109,65,20
"Mujeres (055)",51129,884,12852,12515,10959,9484,4435
"Jefe o Jefa (056)",6428,,7,551,1587,2424,1859
"Esposa(o) / compañera(o) (057)",15001,,13,2458,5416,5312,1802
"Hijo(a) / hijastro(a) (058)",19526,409,8532,6611,2952,1005,17
"Yerno / nuera (059)",1202,,11,741,382,67,1
"Nieto(a) (060)",4978,382,3389,1137,68,2,
"Padres / suegros (061)",648,,,,8,141,499
"Otro(a) pariente (062)",2917,86,841,831,457,464,238
"Trabajador(a) del hogar (063)",71,,4,39,14,11,3
"Pensionistas (064)",18,,,9,5,3,1
"Otro(a) no pariente (065)",340,7,55,138,70,55,15
,,,,,,,
"RURAL (066)",13999,231,3674,3788,2644,2508,1154
"Jefe o Jefa (067)",3477,,1,406,1010,1333,727
"Esposa(o) / compañera(o) (068)",2422,,4,518,823,839,238
"Hijo(a) / hijastro(a) (069)",5806,137,2777,2162,563,164,3
"Yerno / nuera (070)",287,,3,186,78,19,1
"Nieto(a) (071)",927,75,673,171,8,,
"Padres / suegros (072)",155,,,,3,31,121
"Otro(a) pariente (073)",790,18,205,269,136,107,55
"Trabajador(a) del hogar (074)",4,,1,2,1,,
"Pensionistas (075)",4,,,1,1,,2
"Otro(a) no pariente (076)",127,1,10,73,21,15,7
"Hombres (077)",7328,132,1885,1974,1387,1318,632
"Jefe o Jefa (078)",2940,,,365,902,1117,556
"Esposa(o) / compañera(o) (079)",30,,2,5,9,11,3
"Hijo(a) / hijastro(a) (080)",3131,77,1430,1213,324,86,1
"Yerno / nuera (081)",126,,1,64,46,14,1
"Nieto(a) (082)",486,45,335,101,5,,
"Padres / suegros (083)",49,,,,1,10,38
"Otro(a) pariente (084)",457,9,109,161,83,69,26
"Trabajador(a) del hogar (085)",1,,1,,,,
"Pensionistas (086)",4,,,1,1,,2
"Otro(a) no pariente (087)",104,1,7,64,16,11,5
"Mujeres (088)",6671,99,1789,1814,1257,1190,522
"Jefe o Jefa (089)",537,,1,41,108,216,171
"Esposa(o) / compañera(o) (090)",2392,,2,513,814,828,235
"Hijo(a) / hijastro(a) (091)",2675,60,1347,949,239,78,2
"Yerno / nuera (092)",161,,2,122,32,5,
"Nieto(a) (093)",441,30,338,70,3,,
"Padres / suegros (094)",106,,,,2,21,83
"Otro(a) pariente (095)",333,9,96,108,53,38,29
