"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia OTUZCO (000)",842,293,549
"Sin nivel (001)",68,17,51
"Educación inicial (002)",3,1,2
"Primaria (003)",462,154,308
"Secundaria (004)",157,67,90
"Superior no univ. incompleta (005)",29,12,17
"Superior no univ. completa (006)",105,37,68
"Superior univ. incompleta (007)",4,1,3
"Superior univ. completa (008)",14,4,10
"Hombres (010)",672,230,442
"Sin nivel (011)",48,14,34
"Educación inicial (012)",3,1,2
"Primaria (013)",393,126,267
"Secundaria (014)",126,53,73
"Superior no univ. incompleta (015)",19,9,10
"Superior no univ. completa (016)",71,25,46
"Superior univ. incompleta (017)",2,,2
"Superior univ. completa (018)",10,2,8
"Mujeres (020)",170,63,107
"Sin nivel (021)",20,3,17
"Primaria (023)",69,28,41
"Secundaria (024)",31,14,17
"Superior no univ. incompleta (025)",10,3,7
"Superior no univ. completa (026)",34,12,22
"Superior univ. incompleta (027)",2,1,1
"Superior univ. completa (028)",4,2,2
,,,
"AREA URBANA (030)",369,113,256
"Sin nivel (031)",13,1,12
"Educación inicial (032)",2,,2
"Primaria (033)",126,21,105
"Secundaria (034)",96,42,54
"Superior no univ. incompleta (035)",25,12,13
"Superior no univ. completa (036)",93,33,60
"Superior univ. incompleta (037)",3,,3
"Superior univ. completa (038)",11,4,7
"Hombres (040)",276,80,196
"Sin nivel (041)",4,,4
"Educación inicial (042)",2,,2
"Primaria (043)",104,14,90
"Secundaria (044)",78,34,44
"Superior no univ. incompleta (045)",17,9,8
"Superior no univ. completa (046)",62,21,41
"Superior univ. incompleta (047)",2,,2
"Superior univ. completa (048)",7,2,5
"Mujeres (050)",93,33,60
"Sin nivel (051)",9,1,8
"Primaria (053)",22,7,15
"Secundaria (054)",18,8,10
"Superior no univ. incompleta (055)",8,3,5
"Superior no univ. completa (056)",31,12,19
"Superior univ. incompleta (057)",1,,1
"Superior univ. completa (058)",4,2,2
,,,
"AREA RURAL (060)",473,180,293
"Sin nivel (061)",55,16,39
"Educación inicial (062)",1,1,
"Primaria (063)",336,133,203
"Secundaria (064)",61,25,36
"Superior no univ. incompleta (065)",4,,4
"Superior no univ. completa (066)",12,4,8
"Superior univ. incompleta (067)",1,1,
"Superior univ. completa (068)",3,,3
"Hombres (070)",396,150,246
"Sin nivel (071)",44,14,30
"Educación inicial (072)",1,1,
"Primaria (073)",289,112,177
"Secundaria (074)",48,19,29
"Superior no univ. incompleta (075)",2,,2
"Superior no univ. completa (076)",9,4,5
"Superior univ. completa (078)",3,,3
"Mujeres (080)",77,30,47
"Sin nivel (081)",11,2,9
"Primaria (083)",47,21,26
"Secundaria (084)",13,6,7
"Superior no univ. incompleta (085)",2,,2
"Superior no univ. completa (086)",3,,3
"Superior univ. incompleta (087)",1,1,
