"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia SUCRE (000)",10941,1422,119,4870,3317,226,533,115,339
"Hombres (001)",5394,281,65,2427,1870,126,320,77,228
"Mujeres (002)",5547,1141,54,2443,1447,100,213,38,111
"PEA (003)",3783,339,3,1177,1365,118,420,70,291
"Hombres (004)",2636,133,1,845,1051,81,274,52,199
"Mujeres (005)",1147,206,2,332,314,37,146,18,92
"Ocupada (006)",3714,335,3,1153,1332,116,416,70,289
"Hombres (007)",2581,130,1,825,1024,80,272,52,197
"Mujeres (008)",1133,205,2,328,308,36,144,18,92
"Desocupada (009)",69,4,,24,33,2,4,,2
"Hombres (010)",55,3,,20,27,1,2,,2
"Mujeres (011)",14,1,,4,6,1,2,,
"No PEA (012)",7158,1083,116,3693,1952,108,113,45,48
"Hombres (013)",2758,148,64,1582,819,45,46,25,29
"Mujeres (014)",4400,935,52,2111,1133,63,67,20,19
,,,,,,,,,
"URBANA (018)",6669,673,85,2712,2195,185,451,92,276
"Hombres (019)",3261,108,47,1299,1197,101,266,65,178
"Mujeres (020)",3408,565,38,1413,998,84,185,27,98
"PEA (021)",2460,165,3,632,893,95,362,60,250
"Hombres (022)",1596,47,1,400,643,64,231,45,165
"Mujeres (023)",864,118,2,232,250,31,131,15,85
"Ocupada (024)",2428,165,3,622,876,94,360,60,248
"Hombres (025)",1574,47,1,393,630,64,231,45,163
"Mujeres (026)",854,118,2,229,246,30,129,15,85
"Desocupada (027)",32,,,10,17,1,2,,2
"Hombres (028)",22,,,7,13,,,,2
"Mujeres (029)",10,,,3,4,1,2,,
"No PEA (030)",4209,508,82,2080,1302,90,89,32,26
"Hombres (031)",1665,61,46,899,554,37,35,20,13
"Mujeres (032)",2544,447,36,1181,748,53,54,12,13
,,,,,,,,,
"RURAL (036)",4272,749,34,2158,1122,41,82,23,63
"Hombres (037)",2133,173,18,1128,673,25,54,12,50
"Mujeres (038)",2139,576,16,1030,449,16,28,11,13
"PEA (039)",1323,174,,545,472,23,58,10,41
"Hombres (040)",1040,86,,445,408,17,43,7,34
"Mujeres (041)",283,88,,100,64,6,15,3,7
"Ocupada (042)",1286,170,,531,456,22,56,10,41
"Hombres (043)",1007,83,,432,394,16,41,7,34
"Mujeres (044)",279,87,,99,62,6,15,3,7
"Desocupada (045)",37,4,,14,16,1,2,,
"Hombres (046)",33,3,,13,14,1,2,,
"Mujeres (047)",4,1,,1,2,,,,
"No PEA (048)",2949,575,34,1613,650,18,24,13,22
"Hombres (049)",1093,87,18,683,265,8,11,5,16
"Mujeres (050)",1856,488,16,930,385,10,13,8,6
