"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CHANCHAMAYO (000)",1752,474,1278
"De 14 a 29 años (001)",1024,369,655
"De 30 a 44 años (002)",464,89,375
"De 45 a 64 años (003)",217,16,201
"De 65 y más años (004)",47,,47
"Hombres (005)",1127,278,849
"De 14 a 29 años (006)",607,207,400
"De 30 a 44 años (007)",318,61,257
"De 45 a 64 años (008)",163,10,153
"De 65 y más años (009)",39,,39
"Mujeres (010)",625,196,429
"De 14 a 29 años (011)",417,162,255
"De 30 a 44 años (012)",146,28,118
"De 45 a 64 años (013)",54,6,48
"De 65 y más años (014)",8,,8
,,,
"AREA URBANA (015)",1400,359,1041
"De 14 a 29 años (016)",767,268,499
"De 30 a 44 años (017)",407,79,328
"De 45 a 64 años (018)",189,12,177
"De 65 y más años (019)",37,,37
"Hombres (020)",887,206,681
"De 14 a 29 años (021)",442,147,295
"De 30 a 44 años (022)",273,53,220
"De 45 a 64 años (023)",141,6,135
"De 65 y más años (024)",31,,31
"Mujeres (025)",513,153,360
"De 14 a 29 años (026)",325,121,204
"De 30 a 44 años (027)",134,26,108
"De 45 a 64 años (028)",48,6,42
"De 65 y más años (029)",6,,6
,,,
"AREA RURAL (030)",352,115,237
"De 14 a 29 años (031)",257,101,156
"De 30 a 44 años (032)",57,10,47
"De 45 a 64 años (033)",28,4,24
"De 65 y más años (034)",10,,10
"Hombres (035)",240,72,168
"De 14 a 29 años (036)",165,60,105
"De 30 a 44 años (037)",45,8,37
"De 45 a 64 años (038)",22,4,18
"De 65 y más años (039)",8,,8
"Mujeres (040)",112,43,69
"De 14 a 29 años (041)",92,41,51
"De 30 a 44 años (042)",12,2,10
"De 45 a 64 años (043)",6,,6
"De 65 y más años (044)",2,,2
