"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia MARISCAL LUZURIAGA (000)",348,134,214
"De 14 a 29 años (001)",171,83,88
"De 30 a 44 años (002)",100,43,57
"De 45 a 64 años (003)",64,8,56
"De 65 y más años (004)",13,,13
"Hombres (005)",275,108,167
"De 14 a 29 años (006)",123,62,61
"De 30 a 44 años (007)",87,38,49
"De 45 a 64 años (008)",55,8,47
"De 65 y más años (009)",10,,10
"Mujeres (010)",73,26,47
"De 14 a 29 años (011)",48,21,27
"De 30 a 44 años (012)",13,5,8
"De 45 a 64 años (013)",9,,9
"De 65 y más años (014)",3,,3
,,,
"AREA URBANA (015)",17,6,11
"De 14 a 29 años (016)",9,5,4
"De 30 a 44 años (017)",5,1,4
"De 45 a 64 años (018)",2,,2
"De 65 y más años (019)",1,,1
"Hombres (020)",11,3,8
"De 14 a 29 años (021)",4,2,2
"De 30 a 44 años (022)",4,1,3
"De 45 a 64 años (023)",2,,2
"De 65 y más años (024)",1,,1
"Mujeres (025)",6,3,3
"De 14 a 29 años (026)",5,3,2
"De 30 a 44 años (027)",1,,1
,,,
"AREA RURAL (030)",331,128,203
"De 14 a 29 años (031)",162,78,84
"De 30 a 44 años (032)",95,42,53
"De 45 a 64 años (033)",62,8,54
"De 65 y más años (034)",12,,12
"Hombres (035)",264,105,159
"De 14 a 29 años (036)",119,60,59
"De 30 a 44 años (037)",83,37,46
"De 45 a 64 años (038)",53,8,45
"De 65 y más años (039)",9,,9
"Mujeres (040)",67,23,44
"De 14 a 29 años (041)",43,18,25
"De 30 a 44 años (042)",12,5,7
"De 45 a 64 años (043)",9,,9
"De 65 y más años (044)",3,,3
