"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia RIOJA",,,,,,,,,
"Viviendas particulares (001)",10458,670,993,245,786,1053,386,168,6157
"Ocupantes presentes (002)",43986,2886,4033,975,3247,4227,1485,701,26432
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",9555,603,790,195,731,972,329,152,5783
"Ocupantes presentes (005)",41181,2683,3425,816,3066,3980,1302,651,25258
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",60,4,10,3,3,7,5,3,25
"Ocupantes presentes (008)",198,15,31,11,10,25,21,9,76
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",675,51,153,29,45,67,50,10,270
"Ocupantes presentes (011)",2045,150,459,82,138,200,154,28,834
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",104,6,26,6,3,7,1,,55
"Ocupantes presentes (014)",363,22,82,26,15,22,7,,189
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",2,,,,,,,,2
"Ocupantes presentes (017)",10,,,,,,,,10
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",27,3,4,3,2,,,3,12
"Ocupantes presentes (020)",114,9,16,17,14,,,13,45
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",35,3,10,9,2,,1,,10
"Ocupantes presentes (023)",75,7,20,23,4,,1,,20
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",9048,508,956,238,689,1053,385,165,5054
"Ocupantes presentes (029)",37342,2121,3875,944,2795,4227,1481,689,21210
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",8147,441,753,188,634,972,328,149,4682
"Ocupantes presentes (032)",34547,1918,3267,785,2614,3980,1298,639,20046
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",60,4,10,3,3,7,5,3,25
"Ocupantes presentes (035)",198,15,31,11,10,25,21,9,76
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",675,51,153,29,45,67,50,10,270
"Ocupantes presentes (038)",2045,150,459,82,138,200,154,28,834
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",104,6,26,6,3,7,1,,55
"Ocupantes presentes (041)",363,22,82,26,15,22,7,,189
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",27,3,4,3,2,,,3,12
"Ocupantes presentes (047)",114,9,16,17,14,,,13,45
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",35,3,10,9,2,,1,,10
"Ocupantes presentes (050)",75,7,20,23,4,,1,,20
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1410,162,37,7,97,,1,3,1103
"Ocupantes presentes (056)",6644,765,158,31,452,,4,12,5222
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1408,162,37,7,97,,1,3,1101
"Ocupantes presentes (059)",6634,765,158,31,452,,4,12,5212
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",2,,,,,,,,2
"Ocupantes presentes (071)",10,,,,,,,,10
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
